,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9,ATAC private topic 10
chr1-92849854-92850399,-0.103355825,-1.1663687,0.3100861,0.7639069,0.48953557,-1.1417143,1.0793003,-1.0837829,-0.15064315,-0.7106237,0.06739052,-0.45809895,0.4077825,0.45630527,-0.06472245,0.1845462,-0.88873523,-0.047027137,-0.12524539
chr1-92906918-92907715,0.2643116,0.22462909,-0.30789605,0.02919236,0.29575807,0.33717185,0.2451638,-0.03595436,-0.69509566,-0.06756296,-0.23041958,0.3084552,0.07903663,-0.15063861,-0.029557131,0.009674801,0.31557313,0.003519998,-0.040101413
chr1-93015167-93016105,-1.0186508,-0.41006988,0.539895,-0.9755952,-0.08914009,-1.2754512,-1.0966476,-0.15060663,-0.52398795,1.774602,-0.27317277,-0.1152421,-0.25423566,0.3450877,0.08106825,0.31802318,-0.4762093,-0.019135503,0.18205509
chr1-93511760-93512601,-0.33325356,0.89346,-0.36333698,-0.46254534,-0.34657836,0.32683876,0.11983276,0.6239381,-0.34606138,0.54305315,-0.013119921,0.9044867,-0.4273018,-0.51582724,-0.004311666,-0.120553285,0.33024535,-0.012139648,-0.16511539
chr1-96871728-96872494,0.4722112,-1.0444986,0.2912423,0.40718883,0.02542823,-1.3122573,0.448943,-0.26624507,0.3007676,-0.301478,-0.02335682,-0.14372888,0.33747354,-0.059659787,0.008201129,0.12609115,-0.9802279,-0.013613462,-0.09460827
chr1-97657628-97658449,-1.0410819,-1.2742672,1.6728035,-1.4831622,-1.4405822,-1.0634886,-1.220159,-0.08997362,1.5030402,0.44961503,-0.6082081,-0.60561705,-0.5048371,-0.37029108,-0.2122562,1.0996745,-0.58145934,-0.7215802,0.5320421
chr1-97769732-97770672,0.0129197,0.23610121,-0.24682713,0.08298425,-0.20940825,0.50655174,0.10425687,0.42037213,0.016621102,-0.2597309,-0.10149353,0.13972202,-1.078988,-0.6250341,-0.008411095,0.037078395,0.44303936,0.08153279,0.025332514
chr1-102627807-102628706,-0.5990187,-0.05916016,-0.14970133,-0.5900859,-0.3526002,-0.31053528,-0.737664,0.60533476,-0.66952056,1.5311309,-0.6272713,0.33444166,-1.1115265,0.0309417,0.20385005,0.9633479,-0.6935545,-0.031320874,-0.43005717
chr1-104768582-104769516,-1.1625539,0.91038847,0.31269345,-0.5053879,-0.19130191,0.9914966,-0.47013,-0.08653207,-0.66788155,0.22107069,-0.022453329,-0.58548635,-0.4233935,-0.10685236,0.18892711,-0.33481333,-0.273571,0.0005156244,-0.29292384
chr1-104770181-104770890,-1.4058231,1.0606308,0.47529098,-1.5263153,0.3080926,1.1932828,-1.2650559,-0.5910265,-0.72600776,0.14742109,-0.31459108,0.11153923,0.1918608,0.34782988,0.060642622,-0.09754689,-0.24081323,0.03554868,-0.31268564
chr1-105991031-105991832,0.049666617,0.39041746,-0.34626052,-0.20928185,-0.24094875,0.3858547,-0.020264208,0.5745339,-0.48725134,0.10858554,-0.1436914,0.6791049,-0.006220895,-0.030619152,0.008470242,0.026358748,0.14425664,0.0060520163,-0.06588831
chr1-106759180-106759972,-0.05288251,0.44891948,-0.29065555,0.14277805,0.045585122,0.053076092,-0.08078962,0.48673236,-0.040163994,0.056164566,0.005534228,-0.1729472,-0.015475092,-0.6872972,0.005582286,-0.012932608,0.39833722,-0.013276665,-0.24164209
chr1-109982416-109983224,0.44603458,-0.75254637,0.2139206,0.38951102,0.23822333,-0.2283606,0.8399203,-1.5066855,-0.18767507,-0.34385327,0.07668977,-0.5424426,0.44710448,-0.37244105,0.0054034917,-0.4659028,-0.7357426,-0.026362365,0.4159002
chr1-111864293-111865070,0.101051554,0.21597691,-0.4015666,0.21735124,-0.0448641,0.38877746,0.17883179,0.36685246,-0.30078447,-0.17831388,0.00025580876,-0.2488933,0.028224261,0.06543576,-0.015246245,-0.015688341,0.3103581,0.0059003937,-0.041278515
chr1-115684632-115685363,0.6458781,-1.4520499,0.3212146,0.9553209,0.3993415,-0.97606117,0.48782167,-1.576986,-0.47246113,-0.4777421,0.18195899,-1.2920691,0.2732153,-0.041342147,0.12151406,-0.26425695,-1.2161158,0.037687246,-0.034065276
chr1-118482348-118482840,-1.3706108,-0.3753873,0.7999151,-0.17977986,-0.03261158,-0.11047963,-0.29183558,0.04236802,0.6658651,0.5220717,-0.0071826503,0.30342197,-0.482804,0.29255706,-0.16587728,0.11657421,-0.09065969,-0.339892,-0.044555455
chr1-119912752-119913676,-0.26119,0.20517413,-0.15022628,-0.27491412,0.09344817,0.47025007,0.117828384,0.11539186,-0.05946043,-0.050882585,-0.061391108,-0.06742028,-0.028739404,0.007179687,-0.004041553,0.004713446,0.1392628,0.0016554416,-0.014983663
chr1-124044797-124045563,-0.11833052,-0.043441735,0.40362245,0.65145487,0.4554431,-0.39956433,0.62805074,-1.0170773,-0.29849577,-0.991868,0.17863593,-0.40297335,0.0058724233,-0.0056769187,0.009150991,-0.55107677,-0.5100399,0.3567956,-0.19171451
chr1-127773758-127774472,-0.21433134,0.49028438,-0.3723146,-0.4310863,0.18199179,0.48596177,-0.00026000463,0.5491048,-0.4294488,0.093416095,-0.069249295,-0.07397748,0.12718216,-0.301491,0.07537688,0.046664402,0.57262504,-1.4894062,-0.35221735
chr1-127868492-127869352,-0.14963262,0.4096576,-0.18220107,0.038337357,-0.45604864,0.575546,0.60955566,0.48367333,-0.11625601,-0.26748836,-0.079504184,-0.20214853,0.030124756,0.07450127,-0.029815095,-0.013955803,0.35078478,-0.034928683,-0.07879638
chr1-128472099-128472945,-0.3863981,0.29136848,-0.9519813,0.08486918,-0.060702626,0.6474143,1.0569528,-0.45072648,-0.12298203,0.04093471,0.027510257,-0.29807514,0.09535063,-0.16985585,0.005501258,-0.032650676,-0.21012963,0.04484247,-0.25523454
chr1-129273181-129274104,-2.5996866e-05,-0.07433163,-0.015404239,0.024498114,0.2842404,-0.018507075,-0.1565731,-0.6088854,0.915191,-0.38373515,0.078703836,-0.43907973,-0.13655812,-0.027883805,0.02060986,-0.006226963,-0.5804497,0.028078668,-0.40261498
chr1-131152872-131153719,-0.0054315296,0.5495892,0.079933755,-0.17063323,-0.114568785,0.20426115,0.38631874,-0.123283885,-0.4097568,-0.5707861,-0.030408358,0.059504673,-0.04436082,-0.028788935,0.016090475,-0.003403534,-0.53149736,-0.023369487,0.04756591
chr1-132067418-132068173,-1.1451517,-0.54760087,1.143375,-1.5708209,0.40207428,-0.5657134,-1.3699577,-0.4772137,1.0856129,0.6124205,-0.26579416,-0.8591912,-0.85072416,0.976802,-0.0010902802,0.17271473,-0.5024637,-0.2352857,-0.30314884
chr1-132298470-132299386,-0.8488515,-0.19064197,0.5924189,-0.06569539,0.6971179,-0.48944545,-0.43167695,-0.077031724,-0.66912293,0.39316374,-0.059368584,-0.26618215,0.31569713,-0.16215603,0.024184478,-0.013279638,-0.80126196,0.13969885,0.057559084
chr1-132541733-132542386,0.28908607,-0.204591,0.49390316,-0.73894906,-0.22548652,0.56934726,-0.13772506,-1.0922217,0.64585155,0.15483971,0.12142856,-0.21671091,-0.323079,-0.11327005,-0.012311824,0.03328294,-0.6045877,0.03544548,-0.04023177
chr1-132542509-132543175,0.5690021,-0.08387015,0.2693433,0.28074527,-0.7841589,0.32674253,0.19086774,-1.039241,0.20805365,-0.44399428,0.25198543,-0.8210867,0.3889313,0.10980775,-0.06635606,0.04437281,-0.952136,-0.08108537,-0.258601
chr1-133024892-133025794,-0.04417364,0.6556099,-0.11917011,-0.3091877,-0.046509635,0.49584407,0.111205585,0.8154294,-0.32211357,-0.6859927,-0.22641249,0.11996289,-0.2959294,-0.0094143,-0.022904262,-0.11004632,0.48752782,0.15214437,-0.049906164
chr1-133609628-133610568,0.16728678,0.6504873,-0.2866513,0.124732755,0.064943455,0.30798104,0.059534095,0.25465176,-0.5457629,0.18775268,0.014099682,-0.021020368,-0.61481506,-0.2680695,-0.0207787,-0.05309126,0.36250547,0.03645357,-0.14992496
chr1-134092787-134093649,-0.03195415,0.69367516,-0.4629052,0.523449,0.23720586,0.09944821,-0.23782775,0.15939891,-0.56863433,-0.15239891,-0.05995867,0.100877054,-0.10757748,-0.2175297,-0.015966123,-0.05437496,0.33247304,0.03153023,0.059992876
chr1-134098890-134099781,-0.5914558,0.703293,-0.077570036,-1.0782,0.5539946,0.27394944,-0.82975227,0.8633346,-1.0239116,0.25862905,-0.111635126,-0.17775749,-0.5700537,-0.19155729,0.02950708,-0.0723129,0.63176394,0.3097827,-0.5142877
chr1-134344165-134344864,0.4322913,-0.545112,0.4835864,0.70791864,0.5006951,-0.84049755,0.42334569,-1.6569549,-1.1662564,0.06139622,0.2516382,-0.99326175,0.44605744,-0.13531233,0.013296867,-0.11918806,-0.40666074,-0.05293109,0.06892547
chr1-134405627-134406534,0.1978879,0.45178068,-0.31358543,-0.123451345,-0.28950208,0.46350402,-0.039098687,0.6391987,-0.3291462,-0.09085184,-0.24443242,0.47383168,-0.13997754,-0.23663472,0.016876413,0.0073284004,0.5568869,-0.2072096,-0.08513598
chr1-134494376-134495259,-0.06856266,0.29986316,-0.65431505,-0.19207793,0.035854578,0.45777103,-0.14882982,0.8585198,-0.0020848615,-0.058719926,0.0036904896,0.4037165,-0.108070046,-0.19023837,-0.0033976487,-0.01900779,0.47007102,-0.02268503,-0.025420751
chr1-134962210-134963069,-0.36570796,0.24075562,-0.4964803,-0.47957808,0.0085246805,0.31455576,0.4145154,0.7033375,-0.005619547,-0.13029447,-0.16542776,0.32796922,0.21406022,-0.5707356,-0.028914202,0.03977843,0.5541855,-0.044560127,-0.25006518
chr1-135162448-135163365,-0.8343735,1.2867135,-0.81764466,-1.0204899,-0.2910846,0.79597926,-0.5047543,1.1812752,-1.0521259,-0.39545482,-0.6229854,-0.10179133,-0.315965,-0.07817474,0.07018199,-0.21295275,0.7790901,0.0875631,-0.16467835
chr1-136414869-136415792,-0.04406576,0.6337149,-0.2603851,-0.14363973,0.08944858,0.2513388,-0.068926394,0.6999098,-0.8308039,-0.082263425,-0.050810695,0.09318285,-0.0072337883,0.0057936497,-0.009028066,-0.0051430454,0.63327134,0.0029491717,-0.05036647
chr1-136628723-136629643,0.23723644,-0.8201554,0.33935183,-0.09911986,-0.6429503,0.9337533,-0.37888217,-0.5686145,0.4690669,0.07377867,-0.06608084,-0.26732773,0.3151677,-0.27333593,-0.009797423,0.09038954,-0.5740473,-0.11611693,0.057139397
chr1-138617670-138618475,-0.40191934,0.4140989,-0.09033339,0.011928707,0.14512122,0.5887039,-1.0901136,0.5928295,-0.4787963,0.5467717,-0.11549299,-0.21215166,-0.32365718,0.039084215,-0.04348782,-0.009004432,0.90761197,-0.08025081,-0.088270426
chr1-138856333-138857172,0.2864852,0.41330054,-0.3731544,0.28476992,0.23073356,0.004879563,-0.4191256,0.59386235,0.01715543,-0.63648826,-0.047375545,0.15662898,0.07841378,-0.43464136,-0.010415904,0.009923057,0.4012929,-0.08631795,-0.57347536
chr1-138963446-138964270,0.04672987,0.37934119,-0.36308122,0.01033874,0.17778885,-0.08855504,-0.029705524,0.79936975,-0.24247313,-0.105378516,-0.044178598,-0.208251,0.4010894,-0.13953862,-0.01757387,-0.06198085,0.69486684,-0.058843978,-0.022035489
chr1-139421912-139422787,-0.1556668,0.49410808,-0.273889,0.11431214,0.025246201,0.6455865,-0.26321393,0.76189893,-0.22184817,-0.11163,-0.041637804,0.15505734,-0.1687828,-0.32329035,-0.08213852,-0.06318655,0.58555764,-0.039055463,0.28217772
chr1-140245628-140246552,-0.6743522,-0.469243,0.3567785,0.012698307,0.04724344,-0.3835502,-0.15625274,-0.21458137,0.6974767,0.4208412,-0.012995521,-0.39152777,0.04479769,0.22444355,0.018719021,0.028578212,-0.40051675,-0.04592654,-0.65105045
chr1-143640498-143641444,-0.13421066,-0.3869581,0.20976828,0.49562916,-0.9526041,0.38890582,-0.05385864,0.28200555,0.46898982,-0.9838005,-0.057146613,-0.67993003,-0.37181363,0.21548678,0.23637033,-0.18909332,-1.1206286,-0.1545276,0.3277389
chr1-143643844-143644682,0.14154072,-1.2169169,0.8675847,-0.24618131,-0.08765198,-0.8962428,-0.061008353,-0.6052946,0.77395076,0.60904473,0.11615485,-0.21939236,0.16738096,-0.33256954,-0.038833156,-0.13623282,-0.49170423,0.004282997,0.19397241
chr1-143776756-143777603,-0.30611634,0.49826723,-0.08893824,-0.11522211,-0.02176935,0.5227845,0.2018796,0.3418218,-0.03829356,-0.12646183,-0.019608801,-0.19381076,-0.5007911,0.06925445,0.00013027829,-0.0046348735,0.41084814,0.052013904,-0.2720318
chr1-146494643-146495589,-0.082157254,0.325931,0.46254495,-0.47675112,0.39677167,0.3663266,-0.4570281,-0.21308193,0.31774724,-0.55740994,0.035471227,-0.3049381,0.016103728,0.08132999,-0.02699046,-0.05835185,-1.2694654,0.028962588,0.13456331
chr1-146497480-146498344,-0.06442693,0.31710798,0.16187672,-0.43379775,0.18120904,0.77827734,0.20500824,-1.3516139,0.15847322,-0.32255605,0.08182016,-0.63310224,0.29504883,0.06791788,0.0052498225,-0.02732699,-1.0706506,-0.36278468,0.0041149403
chr1-150991630-150992432,-0.8650157,0.012250263,-0.51060486,-1.1462488,-0.98082465,0.46636695,-0.43654272,1.8655881,-0.5503288,0.6145897,-0.52107525,0.8414527,0.035338875,-0.61936927,-0.5805795,-0.35011733,1.6528273,-0.6485893,-0.651461
chr1-151571141-151572081,-0.9799988,0.9043348,-0.3868057,-1.3276975,-1.2167317,0.013903296,-0.73787844,2.0182524,-1.0029594,0.4735088,-0.3645838,0.4538732,-0.14990063,0.050257508,-0.3628388,-0.5264678,1.7587354,-0.6185079,-0.70217603
chr1-151754918-151755731,0.071036436,0.47106925,-0.4402054,0.13373385,-0.039063867,0.45978725,0.03805195,0.4070467,-0.4618952,0.093449436,-0.014919366,0.023473835,0.099602096,-0.07265657,0.0060219215,-0.11317342,0.48854157,-0.1374024,-0.035678748
chr1-153660973-153661902,0.7223416,-0.88653904,-0.354295,0.8089034,-0.16085975,-0.821504,0.97020936,-0.6073731,-0.010552171,0.24409078,-0.083654724,-0.49668282,0.286118,-0.31858325,-0.022098118,-0.21124262,-0.26979083,0.24091695,-0.3510029
chr1-153683133-153684027,-1.192136,0.3184534,0.48937997,-0.91642106,-0.8813225,-0.052881464,-0.691308,1.1867846,-1.1510491,1.4184104,-0.28997266,-0.21159832,-0.6487019,-0.7618131,-0.085191116,0.33708003,0.62045425,-0.34338692,0.27266425
chr1-154723122-154723593,0.5596219,-0.5691104,0.28877023,0.41603547,-0.20193832,-1.2327521,0.5624293,-1.0203477,-0.09271033,0.21848348,0.13984178,0.12996335,-0.22600284,0.23198539,-0.014481337,-0.36144206,-0.6394177,0.13660848,0.38313553
chr1-154726301-154727074,0.28726965,-0.5967221,0.2625108,0.60955805,-0.4162376,-0.7083589,0.35783666,-0.91586816,0.1953614,0.1687221,-0.01792593,-0.7186867,0.13901336,-0.3502413,0.08937031,-0.22691447,-0.27357548,0.09991114,0.06345777
chr1-155415053-155415788,-0.14000969,-0.2402031,-0.56999475,0.6820879,-0.24168432,-0.66961277,0.41929728,-0.008962688,0.47099862,-0.2992692,-0.011772316,-0.53240955,0.37402612,-0.16248354,-0.030844716,0.05730554,-0.68485016,-0.041220963,0.22756253
chr1-156040508-156041374,0.0023899009,-0.05619275,-0.11404997,0.04346468,-0.43958196,0.20934118,0.31317827,0.7337654,-0.036967237,0.3025058,-0.08707943,0.41121697,0.002709069,-0.025031453,-0.019259159,-0.078449376,0.8007342,-0.2927359,-0.1253745
chr1-156204375-156205260,0.9874276,-0.24167614,-0.3177629,0.35736805,-0.5276466,0.83196026,0.78560567,-0.28823432,-0.7754387,-0.3371522,0.0051521617,-0.32859945,0.8131033,-0.46369493,-0.3289414,-0.58432084,-0.5811984,0.16762188,-0.6967249
chr1-156473769-156474651,-0.6108378,0.029238693,-0.44525284,-0.68423516,0.26057836,0.51448137,-0.23987888,0.41696522,0.0057755513,0.30344978,-0.19927728,0.3103503,0.055405647,-0.008041056,-0.02078168,-0.27713275,0.15190773,0.058320712,0.4651922
chr1-157230801-157231659,0.21167342,-1.121871,0.05153556,0.04176826,-0.2761465,0.4147363,-0.36263046,-0.060248427,0.3753119,-0.24667141,0.019847002,-0.30812854,-0.041365575,-0.21980093,0.009128699,0.000902907,-0.11768246,-0.017467361,0.20840625
chr1-157243750-157244688,-0.41798806,0.40090194,-1.0869395,0.7126426,0.7179972,0.56382793,1.119037,-0.051795475,-0.906482,-0.9656314,0.115271114,-0.47434887,-0.30778202,-0.52022153,-0.09621322,-0.20052914,-0.66024727,-0.22164053,0.71400255
chr1-157443443-157444248,0.036817137,-0.054569807,0.27343303,-0.30876502,-0.44776246,-0.40956113,0.34495592,1.1466811,-0.25054586,0.0985311,0.066337764,1.1169288,-0.15927908,-0.40810934,-0.022763202,-0.12266172,-0.06253879,-0.24610743,-0.31513986
chr1-158355879-158356677,0.18559553,0.31485933,-0.07473405,0.18650776,-0.16105083,0.44736037,0.23357722,0.0141523555,-0.5020956,-0.37147295,0.004637052,-0.23130241,-0.12736279,0.33322808,0.0052415757,-0.0074864225,-0.9586869,-0.11913828,0.0024083718
chr1-160577323-160578130,0.89766306,-0.8470313,-0.8153177,1.3453938,-0.2799849,-0.9468313,1.5147567,-0.9528565,-1.4825125,-1.2541032,-0.020014621,-0.45385173,0.1805842,-0.5920192,-0.09500504,-0.2979142,-0.8726481,0.23139372,0.63609606
chr1-161070294-161071184,0.08852849,0.3960136,-0.3184923,-0.48761898,-0.04499575,0.083607115,0.05442158,0.3811703,-0.14846916,0.24993274,-0.052371196,0.06595195,0.06826111,-0.001162722,-0.0029689253,-0.03582588,0.3101256,0.054735497,-0.036382888
chr1-161130854-161131707,0.008066997,-0.07901001,-0.05600273,-0.07020833,-0.32281908,0.31366357,-0.14416243,0.78826475,-0.5737986,0.4141728,0.014010325,0.2568387,-0.23474166,0.12130969,-0.012669429,-0.00028609193,0.327911,-0.037270017,-0.011802003
chr1-162739912-162740711,-0.06629434,0.5223714,-0.18489236,-0.35871476,0.1383733,0.35941803,0.26942497,0.5834808,-0.58314186,-0.6975428,-0.5310417,0.5901903,0.18355042,0.1768775,0.017882507,-0.28965747,0.20119871,-0.03437236,-0.66198504
chr1-164436759-164438729,-0.45421857,-1.6354368,0.8820448,-1.0805469,-1.178554,-1.7849637,-1.3863494,0.3349218,0.2198956,1.7705783,-0.5568467,-0.44707745,-0.31619254,-0.069554865,-0.11874869,0.90796655,-0.54147446,-0.5440415,0.4998547
chr1-165236449-165237253,-0.40312994,0.42225376,-0.35746914,-0.17538606,-0.106369965,0.47557592,-0.11205537,0.6037028,-0.15050043,0.3130056,-0.16998678,0.5547673,0.028159477,0.007285549,-0.0075779883,-0.007099861,0.4410237,-0.009212905,-0.19205333
chr1-167339904-167340798,-1.1546085,-0.15105109,-0.11990315,-0.14199646,0.76142836,-1.1522712,-0.15873803,1.5366985,-0.5004709,-0.002106011,0.032026634,-0.37046307,-0.5092119,-0.056904487,0.060778968,-0.25105366,0.74155384,-0.46713457,0.20548797
chr1-168676410-168677269,0.6193803,-0.24690183,0.8173136,0.6451531,0.4101896,-1.2269957,-0.676065,-0.26866406,0.08351751,-0.6579436,-0.018141264,-0.45548955,-0.26622596,0.122609,-0.08912201,0.19734387,-0.5591359,0.33832794,-0.29642767
chr1-169968845-169969759,0.06897042,0.53589934,-0.61001885,-0.18803696,0.041735627,0.48579848,-0.023021411,0.4839856,-0.45664284,0.09326776,-0.010825175,-0.37264106,0.007932897,0.04246438,-0.00024680153,-0.026747577,0.057179924,-0.011742018,-0.057963222
chr1-170174418-170175320,0.23352355,0.6032432,-0.27273965,-0.18329023,0.27034238,0.35648096,-0.31430906,0.27589837,-0.03236719,-0.6331088,-0.066980794,0.38852406,-0.07033195,-0.05254496,-0.011644825,-0.011877194,0.2434335,0.052623827,-0.113416344
chr1-170907627-170908514,0.42106903,-0.032416582,0.20271513,-0.019936189,0.44966352,-0.053932853,-0.33774573,-0.7902639,-0.49856323,0.22399014,0.025102274,-0.1938818,-0.043498874,-0.1470029,-0.008784847,0.032776274,-0.45551792,0.053992495,-0.12105706
chr1-171037885-171038665,-0.076600894,-0.021762192,-0.49559277,-0.019468702,0.32215852,0.45868298,0.1608031,0.4959426,-0.41983303,-0.023958523,-0.08334175,0.20490387,0.04249115,-0.10383463,-0.02197696,-0.017502459,0.5137414,0.009952311,-0.2222743
chr1-171262541-171263372,-0.7149193,0.98624563,-0.1925289,-0.34549,0.5220094,-0.26668188,0.19782254,-0.49892923,-0.24253517,-0.32743797,0.090220034,-0.07051823,0.025721494,-0.044364844,0.13358584,-0.10108333,-0.022031395,-0.032445185,-0.29694253
chr1-171270058-171270830,0.10950938,0.4275602,-0.3854835,0.23763084,-0.2482794,0.03203468,0.108087845,0.070155054,-0.105590664,0.10754356,-0.005464523,0.38541716,-0.058502864,-0.1592853,0.00065823516,-0.0025159996,0.16146359,0.0022051942,-0.04791366
chr1-171411060-171411837,-0.020684185,0.48734185,-0.4506796,-0.21924244,0.06381062,0.5201151,0.35145652,0.49897176,-0.17231965,-0.5422538,-0.005581427,-0.04364099,-0.03871612,0.03308487,-0.012150671,-0.1953474,0.55663246,-0.030983035,0.052070685
chr1-171437293-171438102,-0.111162335,0.440427,-1.0259662,-1.2215586,0.43243048,0.0709857,0.041270982,1.5840391,-1.6090714,-0.03113319,-0.9316603,0.8513181,0.09498777,-0.62166125,-0.5187729,-0.79643655,1.4377966,0.004653437,-0.32001013
chr1-172082320-172083240,0.08708175,0.2524518,-0.58506435,-0.04430765,0.17288841,0.43795952,0.15761706,0.26954022,-0.021953754,-0.25845763,-0.22838174,0.2627199,0.08613689,-0.8373269,0.035474055,-1.1658508,0.61129427,-0.0006107566,-0.28318113
chr1-172309733-172310539,-0.34358764,0.5299338,-0.25810426,-0.4578191,0.82367814,-0.62911344,0.2629443,0.6639018,-0.20935106,0.20638336,-0.16978362,0.06795185,-0.3865685,-0.11279876,-0.07138039,-0.10295343,0.34234846,0.058635022,-0.5499559
chr1-172328815-172329539,0.20209363,-1.0910767,0.6784756,0.36245227,-0.018623434,-0.6183135,0.11385565,-1.1835787,0.3948744,0.16612183,0.105482094,-0.44876108,0.42021605,-0.35582784,0.015310844,-0.1330285,-0.6016573,-0.1644394,0.120334685
chr1-172349679-172350586,-1.3420832,1.5701027,-1.4461807,-0.8767007,0.55758315,1.2269994,-0.52274054,-0.03720698,-1.4828315,-0.093941405,0.095442906,0.23610306,-0.46215782,-0.77458423,0.0036766832,-0.14392051,0.043526392,0.1483353,-0.5424154
chr1-172489965-172490857,0.046437956,-0.61952937,-0.10661293,0.46870258,-0.19078869,-0.09389494,0.09502578,-0.24002072,0.5699678,0.7150972,0.22289638,-0.44997388,-0.39281756,-0.24558005,-0.06321355,0.09742197,-0.18698226,0.12860543,-0.26951993
chr1-173365672-173366424,0.42172053,-0.4905627,0.2966003,0.6295413,0.06593405,-1.0178505,0.058565248,-0.63656205,-0.008798853,-0.03315084,0.32186723,-0.13789956,0.0331933,-0.44894812,-0.040201694,0.07602755,-0.8439475,0.06436286,0.0216708
