,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 14,Shared topic 15,Epigenomics private topic 7,Epigenomics private topic 9,Epigenomics private topic 10
Mir568,-0.5879522,-0.5566635,-1.119179,-0.29623097,-2.2469003,-0.39486197,-0.86269677,-0.963676,-0.76118106,-0.8523787,-0.6295551,-0.38471383,-0.6985608,-0.61920404
Pde1a,-0.78799486,-0.8290031,-2.2796254,-0.5528064,-1.8080705,-0.8992046,-0.58292115,-0.48405308,-0.6083905,-0.6011295,-0.60678095,-0.87151146,-0.7307306,-0.83997244
Hspa12a,-0.6706781,-0.7531734,-1.8109288,-0.5829303,-1.6501837,-0.75691193,-0.46406427,-0.4389252,-0.5618725,-0.55408007,-0.56280875,-0.81577563,-0.70455587,-0.7672074
Rfx4,-0.7790444,-0.70706576,-0.757643,-0.36647725,-2.0956578,-0.4414753,-0.78793085,-0.8803507,-0.67318606,-0.72920984,-0.64614487,-0.38918257,-0.69620484,-0.8322611
Cacna1d,-0.57657886,-0.5736443,-1.1768105,-0.4223585,-1.1268911,-0.6107571,-0.33860773,-0.2564327,-0.38207296,-0.37427247,-0.38387093,-0.6205834,-0.5143775,-0.5643674
Cnp,-0.8279817,-0.1775608,-1.8880185,-0.7834533,-2.928808,-0.7720336,-1.1717311,-1.2161729,-0.87684697,-1.092962,-0.87302184,-0.62788534,-0.73743796,-0.7795154
Msra,-0.6164131,-0.5648654,-1.0428891,-0.381802,-0.9544898,-0.56746525,-0.18659322,-0.19117115,-0.34478992,-0.32604563,-0.35181323,-0.6474929,-0.57851005,-0.5801869
4933433H22Rik,-0.31145015,-0.44633573,-2.124119,-0.70713246,-2.0346675,-0.22520968,-0.8018559,-0.8884405,-0.6397673,-0.6854211,-0.6382864,-0.21316415,-0.22056556,-0.44669503
Garnl3,-0.609646,-0.68223447,-2.0397727,-0.67761624,-1.5090398,-0.7360605,-0.41273674,-0.33767605,-0.526674,-0.50618774,-0.53152317,-0.7449976,-0.53589267,-0.64355373
Plxna4,-0.4816829,-0.51393414,-1.3863652,-0.39288512,-1.1080551,-0.48030257,-0.341297,-0.3512833,-0.37141323,-0.36960495,-0.3710696,-0.5421985,-0.4231154,-0.48619446
Dok5,-0.8214916,-0.7302655,-1.7390723,-0.564211,-1.6093755,-0.606502,-0.4671621,-0.42467964,-0.54978967,-0.54208016,-0.55151576,-0.62356985,-0.765512,-0.82330537
Phc2,-0.53772193,-0.53710824,-1.0994945,-0.39236492,-1.6793668,-0.516751,-0.6479774,-0.65012115,-0.55003065,-0.5604226,-0.5487725,-0.51223207,-0.55536085,-0.60943854
Soga1,-0.41829967,-0.2642135,-2.22558,-0.64974475,-1.9220111,-0.39934272,-0.75553924,-0.78666705,-0.6117335,-0.640326,-0.6051516,-0.44366193,-0.23724782,-0.5419597
Hes1,-0.15665326,-0.5754598,-2.6773272,-0.883816,-1.4542775,-0.37993142,-0.4129558,-0.41144264,-0.4988073,-0.48708692,-0.5139144,-0.3681191,-0.41553965,-0.10948905
Schip1,-0.54459465,-0.3562125,-1.4401834,-0.47971383,-1.0456032,-0.56511074,-0.2538865,-0.26987296,-0.3637967,-0.34967032,-0.3650826,-0.56069714,-0.5164193,-0.51241195
Myo18b,-0.6292327,-0.55102617,-2.157752,-0.58263993,-1.3648745,-0.6572793,-0.40985635,-0.36990058,-0.47140396,-0.45055643,-0.47081777,-0.6746622,-0.5947615,-0.6106091
Iqsec1,-0.46923134,-0.358598,-1.4021113,-0.43403137,-1.2885805,-0.47255546,-0.42898756,-0.4208648,-0.42963442,-0.4293075,-0.42939767,-0.4373412,-0.4926067,-0.4599988
Nfib,-0.36855593,-0.41976416,-2.5681477,-0.81275344,-1.419498,-0.33932567,-0.4587357,-0.3214088,-0.48356763,-0.46539077,-0.4931085,-0.3684838,-0.5706273,-0.34904045
Lingo1,-0.72381675,-0.63107276,-2.1236591,-0.7622348,-1.1371632,-0.6001585,-0.1532479,-0.18398401,-0.45380467,-0.3259393,-0.51790476,-0.63926315,-0.6862786,-0.70668083
Xylt1,-0.56096846,-0.40554965,-1.8293102,-0.5722897,-1.1514993,-0.44326767,-0.3611465,-0.2678789,-0.39357293,-0.3784406,-0.39557564,-0.3366396,-0.52124166,-0.6017749
Slc6a17,-0.8575672,-0.9604065,-2.1793551,-0.7069182,-1.7029991,-0.9339625,-0.37940127,-0.40493637,-0.6199286,-0.55915207,-0.62808204,-0.9356743,-0.88756156,-0.8313615
E130114P18Rik,-0.4262892,-0.48287535,-2.3474193,-0.7286559,-1.7484078,-0.2865167,-0.6462984,-0.5851449,-0.5776043,-0.5816341,-0.5785118,-0.29435495,-0.4141209,-0.5099874
Mir6366,-0.7881657,-0.7406285,-2.1612856,-0.7873555,-1.3167219,-0.76278746,-0.19260365,-0.2050511,-0.5244687,-0.3806157,-0.5769206,-0.7787921,-0.8492325,-0.77021277
Pcsk2,-0.9434041,-0.8017477,-1.2458425,-0.53930634,-1.4939067,-0.9959725,-0.37583888,-0.31678444,-0.5396926,-0.49234983,-0.5557261,-0.96200854,-0.7707195,-0.8378953
Synj2,-0.6507512,-0.3783763,-2.501164,-0.8554761,-1.8172777,-0.80083287,-0.5206506,-0.5111047,-0.6144566,-0.6103617,-0.61761385,-0.75610673,-0.6345787,-0.66771936
Mir5129,-0.71455944,-0.28534442,-3.7868235,-1.2133001,-1.4653229,-0.5831098,-0.2645996,-0.28699487,-0.52555335,-0.4241774,-0.6202912,-0.6183025,-0.5940912,-0.76236236
Bcl9l,-0.33588728,-0.52517366,-1.8856056,-0.6035748,-1.9664226,-0.2558779,-0.7981409,-0.79734385,-0.6338672,-0.66591966,-0.6310294,-0.31181997,-0.4144119,-0.42510372
Dgkb,-0.6741727,-0.6497792,-0.5677659,-0.27642748,-1.6068718,-0.6375426,-0.6540891,-0.60584635,-0.52048194,-0.5252539,-0.5135293,-0.6426843,-0.5869769,-0.7136578
Sox1ot,-0.8382342,-0.62986547,-1.6850331,-0.33757767,-2.720242,-0.05921209,-1.1793128,-1.1937296,-0.8175789,-1.0337012,-0.5167174,-0.14733869,-0.7402642,-0.9585647
Itpr2,-0.33667862,-0.34711584,-1.1825876,-0.37479776,-1.3628964,-0.45151627,-0.5519326,-0.56244314,-0.4465794,-0.44975433,-0.4460567,-0.3713723,-0.24693947,-0.35826287
Ext2,-0.63898474,-0.6626638,-2.0310605,-0.60655606,-1.7415118,-0.80534893,-0.5567503,-0.551471,-0.58182627,-0.5810037,-0.58278143,-0.74991024,-0.6125104,-0.677451
Mir5128,-0.6605408,-0.71197575,-1.9253563,-0.63129675,-1.5064808,-0.6133809,-0.40237936,-0.35895175,-0.5249982,-0.5104131,-0.5254603,-0.55832875,-0.74736613,-0.66985273
Hacd2,-0.7365442,-0.56058055,-1.1366022,-0.4264308,-2.1649907,-0.742707,-0.86212367,-0.8485479,-0.68829143,-0.73356414,-0.6797981,-0.6834807,-0.65241235,-0.76185685
Rarb,-0.5560298,-0.48253188,-0.018075854,-0.07422504,-1.3763056,-0.6090589,-0.58283246,-0.5596152,-0.43059558,-0.47536027,-0.4056391,-0.6356074,-0.44841683,-0.5510261
Grin2b,-0.6460212,-0.61719465,-0.8259954,-0.34229097,-0.9353682,-0.625422,-0.21542954,-0.19398612,-0.33103505,-0.31608698,-0.3360223,-0.5981331,-0.5745974,-0.620456
Mir6908,-0.32965416,-0.27985203,-1.0922046,-0.40703702,-1.8819029,-0.6577026,-0.74791473,-0.8499179,-0.57955337,-0.62382233,-0.57141644,-0.6382129,-0.5200937,-0.23475525
A830018L16Rik,-0.76684713,-0.7532668,-1.6899371,-0.60248584,-1.5687449,-0.76761955,-0.47285858,-0.36577174,-0.536646,-0.51974416,-0.53988296,-0.8105941,-0.67736375,-0.77027595
Dpp6,-0.47439656,-0.42679077,-0.37999213,-0.15002114,-0.9540866,-0.45807967,-0.3839897,-0.40406916,-0.31138602,-0.31040654,-0.30753136,-0.4526747,-0.41953027,-0.45308018
Zeb2os,-0.40701327,-0.22907703,-3.1578727,-1.0231428,-1.228795,-0.36005718,-0.25643784,-0.24287927,-0.4436021,-0.4017924,-0.4927293,-0.42692623,-0.31179202,-0.48375088
Grk3,-0.590335,-0.64655536,-2.539496,-0.68255436,-1.6150057,-0.52390105,-0.5356965,-0.5195377,-0.54442453,-0.53020626,-0.5408309,-0.4592219,-0.55088705,-0.70966005
Ppm1l,-0.5690586,-0.53498006,-2.0905752,-0.67686594,-1.3255999,-0.710245,-0.281772,-0.3185702,-0.47138885,-0.4425788,-0.47945073,-0.69929546,-0.5476383,-0.5657643
Astn1,-0.71695757,-0.6535034,-1.5727651,-0.5133861,-1.4187028,-0.6252917,-0.3687031,-0.4205783,-0.48259267,-0.47652134,-0.483085,-0.6228171,-0.6614137,-0.7127203
Csmd2,-0.5351265,-0.39368194,-1.2558112,-0.44103336,-0.8963152,-0.5567377,-0.18892877,-0.19680862,-0.32148084,-0.29173678,-0.32723925,-0.53005934,-0.5280806,-0.50198823
Mir1190,-0.90164185,-0.7387389,-0.9672182,-0.44111443,-2.2272153,-0.45956337,-0.84874785,-0.83554286,-0.70585066,-0.7826271,-0.6970442,-0.45650196,-0.90568167,-0.8314327
Arfip1,-0.39423692,-0.37069875,-0.8252226,-0.31780085,-0.71889746,-0.43474185,-0.12926833,-0.1607011,-0.24836357,-0.23643029,-0.2520787,-0.4391911,-0.36661276,-0.3942931
Srcin1,-0.7558844,-0.45646286,-1.7095702,-0.5980362,-1.5463367,-0.6133274,-0.42899644,-0.39286128,-0.52183646,-0.51879525,-0.52284336,-0.6743648,-0.7180629,-0.7098935
Tbc1d16,-0.58697873,-0.43785462,-1.0791696,-0.36718678,-2.0079186,-0.49162847,-0.84237456,-0.84360194,-0.60805285,-0.7036028,-0.59138143,-0.48249435,-0.5070199,-0.67765903
Sox1,-0.7112378,-0.49562618,-1.387565,-0.23621109,-2.514256,0.0596385,-1.1076832,-1.1251985,-0.75769866,-0.9714111,-0.42561516,0.007557392,-0.67521405,-0.8295122
Wipf1,-0.58437604,-0.3585468,-1.9092894,-0.69450134,-2.3071253,-0.6985433,-0.887689,-0.996314,-0.7378093,-0.76030433,-0.7323449,-0.5721138,-0.46405095,-0.66836274
Ryr3,-0.6670701,-0.55191356,-0.42301822,-0.21440403,-1.3913581,-0.678074,-0.5695407,-0.5307568,-0.4462315,-0.45308504,-0.43954295,-0.68882984,-0.5709817,-0.6444625
Nuak1,-0.46006417,-0.70053494,-2.8855658,-0.99408174,-1.6886199,-0.93522114,-0.34597227,-0.40248123,-0.60654724,-0.5535454,-0.6502592,-0.91893345,-0.52526593,-0.4891594
Mecom,-0.25043276,-0.48804379,-1.5654542,-0.5246716,-1.5092129,-0.55310446,-0.5253048,-0.56291395,-0.5019895,-0.50238454,-0.5019947,-0.57013744,-0.51157343,-0.12248334
Etv5,-0.64332867,-0.6633516,-2.4251475,-0.8346807,-1.8077667,-0.5406191,-0.55837387,-0.39281294,-0.6092962,-0.6048052,-0.6116471,-0.53494626,-0.5755185,-0.7012908
Plxna2,-0.59006864,-0.6709694,-1.4815847,-0.5124803,-1.4763776,-0.5986293,-0.47871932,-0.407423,-0.49680233,-0.49435157,-0.49738303,-0.69739205,-0.673283,-0.51560324
Camkmt,-0.6893996,-0.49436077,-0.58657455,-0.24214724,-1.6404903,-0.61912197,-0.6374939,-0.68965435,-0.52875465,-0.5488056,-0.51426893,-0.6040874,-0.58945936,-0.65458596
Hivep1,-0.48200512,-0.62879115,-2.9529378,-0.85987526,-1.8171346,-0.5918285,-0.6313067,-0.54598606,-0.60674983,-0.59716666,-0.6099346,-0.5776096,-0.5978373,-0.47923496
Rasgrp1,-1.1626933,-0.9912574,-1.4724259,-0.5884595,-1.9203584,-1.0109203,-0.5608214,-0.40866035,-0.66827613,-0.6506283,-0.6818036,-0.9580412,-0.9830361,-1.0828389
Hs3st4,-0.7570581,-0.7102543,-1.1433661,-0.45535845,-1.4498794,-0.81168157,-0.53352857,-0.2974356,-0.4881579,-0.48244578,-0.4909974,-0.82177615,-0.7107197,-0.73974395
Cdk14,-0.5057096,-0.46936208,-1.7835541,-0.58530635,-1.1949167,-0.52086884,-0.31790313,-0.3492322,-0.4153367,-0.39896393,-0.41636753,-0.56133527,-0.5051061,-0.5230278
Bicc1,-0.6288436,-0.59918827,-1.6407303,-0.60226023,-1.8142371,-0.708509,-0.6081367,-0.61456203,-0.60452497,-0.6044431,-0.60453486,-0.7258637,-0.6276289,-0.70018303
Notch1,-0.24364352,-0.34127003,-2.5485144,-0.8041956,-2.3065896,-0.13678646,-0.98681056,-1.0016656,-0.66148126,-0.8730228,-0.6297952,-0.12415415,-0.4611807,-0.25326625
Myh9,-0.267672,-0.408726,-1.9715383,-0.59664696,-1.5948044,-0.5228285,-0.5396485,-0.55481756,-0.5287751,-0.5301882,-0.52956116,-0.51039964,-0.37521583,-0.2735019
Grik3,-0.6754556,-0.42205837,-1.5690494,-0.48523194,-1.2665834,-0.54441303,-0.49556616,-0.28432667,-0.42403895,-0.42204946,-0.42362884,-0.57330656,-0.586625,-0.65696967
Nfasc,-0.78065634,-0.23458157,-1.3892481,-0.533216,-1.309102,-0.6658121,-0.3719733,-0.3488536,-0.444022,-0.43729326,-0.4466889,-0.59545404,-0.6542627,-0.7492732
Dlgap2,-0.4936044,-0.48997867,-0.5669223,-0.26355588,-0.8363503,-0.56797653,-0.25289482,-0.241862,-0.28621766,-0.28239733,-0.2882302,-0.55505514,-0.45966142,-0.4696715
Unc5d,-0.6506994,-0.642406,-1.8646036,-0.5515666,-1.197954,-0.64136374,-0.18725389,-0.36463064,-0.4268528,-0.38708264,-0.42861146,-0.68529177,-0.6097231,-0.62644976
Gnai2,-0.30958316,-0.46731788,-2.4989638,-0.73817843,-2.1922684,-0.34459743,-0.8700826,-0.8936424,-0.68575096,-0.74249864,-0.6804623,-0.3984612,-0.37654388,-0.31991464
Sema4b,-0.56537086,-0.7019848,-2.2535477,-0.6848438,-2.192917,-0.3412746,-0.8334778,-0.8728203,-0.71635705,-0.7260789,-0.7122103,-0.33242795,-0.42575917,-0.7602076
Cck,-1.0038297,-0.98294747,-2.495569,-0.9338145,-1.76033,-0.85679203,-0.32446837,-0.36825138,-0.6820925,-0.4998101,-0.78880167,-0.843819,-0.86985743,-1.0299778
Tcf7l2,-0.37628558,-0.39448214,-1.8039017,-0.59845793,-1.8577064,-0.3302258,-0.73766255,-0.80139375,-0.6075923,-0.61229664,-0.6059181,-0.33866975,-0.40896735,-0.4824565
Rprml,-0.96442086,-0.9648515,-1.9183271,-0.76519,-1.6286421,-1.1712804,-0.31123883,-0.23503032,-0.6264997,-0.5104173,-0.6899226,-1.0615243,-0.84023756,-0.9182755
Sh3rf3,-0.6700018,-0.6451181,-1.4152483,-0.46412963,-1.212914,-0.69594157,-0.33119416,-0.2770816,-0.4159219,-0.40329385,-0.41712555,-0.7024596,-0.65133375,-0.65633357
Shisal1,-0.8170927,-0.5971833,-2.5450041,-0.6778602,-1.7377954,-0.5689174,-0.58893645,-0.48041177,-0.5833696,-0.57552904,-0.5816889,-0.60952044,-0.69906026,-0.8407426
Grin2a,-0.65441537,-0.6915406,-1.1723177,-0.4737971,-0.9368013,-0.7835579,-0.115914166,-0.1580267,-0.36400372,-0.28363124,-0.39000756,-0.82372403,-0.6003307,-0.56385016
Mospd4,-0.9215039,-0.69469386,-1.1522994,-0.48976362,-2.0080924,-0.84717155,-0.6724155,-0.752865,-0.66771466,-0.6688104,-0.664437,-0.8326669,-0.79444385,-0.8788396
Aak1,-0.590405,-0.70244724,-1.7425009,-0.5619588,-1.6288356,-0.7251513,-0.5053816,-0.46370745,-0.5454005,-0.54360545,-0.54592896,-0.64648753,-0.6713,-0.5500367
Dnm2,-0.47252092,-0.53891516,-1.901818,-0.6520752,-1.9147264,-0.6366069,-0.64536834,-0.6667284,-0.6374338,-0.63992125,-0.63844347,-0.6085715,-0.48744804,-0.4341176
Rnf220,-0.4908575,-0.14117703,-1.556644,-0.53465474,-1.7309222,-0.51990426,-0.71784544,-0.715512,-0.55824405,-0.56627357,-0.5554715,-0.5041331,-0.51882863,-0.49634576
Nsg2,-1.0022206,-0.9212043,-1.0433356,-0.38845754,-2.0194645,-0.81415725,-0.676732,-0.71818006,-0.67062867,-0.6668734,-0.65832126,-0.908993,-0.8286493,-0.92542726
Gpr6,-0.82236654,-0.8030691,-0.6717491,-0.25839528,-1.915401,-0.7778611,-0.6959809,-0.7667336,-0.6198608,-0.62278384,-0.6019971,-0.7922685,-0.74239016,-0.7563967
Gm9530,-0.49414438,-0.7750906,-1.9421992,-0.7351589,-1.7661033,-0.6380212,-0.45344275,-0.41974738,-0.60863936,-0.5998449,-0.61535406,-0.71061194,-0.50359833,-0.47303993
2810468N07Rik,-0.63725185,-0.15498355,-1.1852397,-0.4027536,-1.6536021,-0.19828019,-0.734524,-0.64637303,-0.5093691,-0.55109674,-0.5027441,-0.122989565,-0.5243355,-0.72705305
Apba1,-0.62555236,-0.5663994,-2.2014675,-0.69482887,-1.562147,-0.58007056,-0.45678082,-0.41339055,-0.53207105,-0.5247153,-0.53484666,-0.55505013,-0.6527736,-0.67803776
Osbpl10,-0.6365964,-0.65923,-1.9602544,-0.54971623,-1.422139,-0.7399151,-0.37310913,-0.35535857,-0.48812723,-0.47119364,-0.48814166,-0.718292,-0.7361711,-0.56770086
4930447F24Rik,-0.8631462,-0.96672773,-1.842972,-0.7300768,-1.436909,-0.9952656,-0.20788479,-0.24226445,-0.5672145,-0.42412505,-0.6723375,-0.9776299,-0.7861128,-0.81323636
Ttc7b,-0.5364608,-0.5686084,-1.2057737,-0.44725412,-1.1716563,-0.68378234,-0.25573048,-0.29885772,-0.40463868,-0.3965306,-0.40730077,-0.68998116,-0.5972889,-0.46960244
Auh,-0.7610048,-0.65223724,-2.1633272,-0.67842734,-1.7601614,-0.82812476,-0.5146242,-0.47146258,-0.5969811,-0.5883466,-0.59615207,-0.819245,-0.76009953,-0.75751996
Zfp385b,-0.70337075,-0.68135947,-0.83532107,-0.37794605,-1.3530908,-0.7169566,-0.43885103,-0.3767505,-0.4534295,-0.4494725,-0.455864,-0.7663353,-0.6086064,-0.6691723
Large1,-0.5448489,-0.5223567,-1.3853275,-0.46901122,-1.1952091,-0.628023,-0.35124996,-0.30159742,-0.4032046,-0.39676747,-0.4043263,-0.60916615,-0.50093126,-0.5471232
Cacng2,-0.91027015,-0.92195463,-1.772012,-0.6090872,-1.5967761,-0.8617139,-0.3291886,-0.3969288,-0.5740085,-0.5325972,-0.5845938,-0.8178021,-0.82402027,-0.8959305
Dock9,-0.31112084,-0.45025274,-1.8818611,-0.5438694,-1.2064307,-0.6458637,-0.3892604,-0.32257444,-0.4093011,-0.40163168,-0.4108623,-0.59357715,-0.48556027,-0.21368788
D430041D05Rik,-0.738099,-0.5673826,-1.216686,-0.46070662,-1.178119,-0.69402874,-0.23860371,-0.302828,-0.4163319,-0.39423266,-0.41937262,-0.7184046,-0.64285374,-0.67009014
1700021N21Rik,-0.7021576,-0.7238414,-2.8090868,-0.8540789,-1.6334186,-0.8328765,-0.37031716,-0.34977746,-0.59795976,-0.5291945,-0.6107472,-0.74843735,-0.7087084,-0.6977128
Syt7,-0.81072944,-0.7740134,-1.4515729,-0.5315764,-1.648113,-0.75297004,-0.5255907,-0.39463925,-0.5543157,-0.54878896,-0.5551252,-0.7324032,-0.76574314,-0.8108801
Ltbp1,-0.5630854,-0.5900156,-2.1954503,-0.74443537,-1.5266265,-0.63744915,-0.4364349,-0.41171426,-0.527671,-0.51103246,-0.53046983,-0.62535894,-0.6382037,-0.6216979
Igsf21,-0.60064083,-0.4862374,-1.3874612,-0.4415365,-1.1823323,-0.38624597,-0.4065514,-0.26723856,-0.39734596,-0.39200884,-0.3972653,-0.36400133,-0.59162337,-0.6908495
Kcnab2,-0.8554981,-0.7266877,-1.8109658,-0.6638609,-1.4308858,-0.7592026,-0.31264722,-0.28350508,-0.522794,-0.4631465,-0.53383607,-0.7902571,-0.74165666,-0.8246554
Magi1,-0.38753006,-0.4010073,-1.4008088,-0.41761455,-1.0667373,-0.41740078,-0.33924323,-0.3273783,-0.35789934,-0.35522848,-0.3581209,-0.4275711,-0.39162037,-0.38410768
Tmcc3,-0.37459436,-0.2805059,-1.3996639,-0.45228797,-1.492853,-0.36082545,-0.6323992,-0.6581893,-0.48512003,-0.49102646,-0.48379272,-0.3347348,-0.31847847,-0.41458628
Lingo2,-0.5908083,-0.38509905,-1.1071455,-0.39093682,-1.1719987,-0.55455565,-0.3640575,-0.41731405,-0.39137182,-0.3902147,-0.39123356,-0.5437455,-0.4451254,-0.5889381
Arhgap44,-0.87814903,-0.73786604,-2.2545748,-0.63855344,-1.677742,-0.908529,-0.50598466,-0.40181667,-0.5812928,-0.5584865,-0.58164656,-0.8630146,-0.8309751,-0.86993396
Fkbp5,-0.45301712,-0.5750496,-1.7461091,-0.5939597,-1.8449469,-0.6280382,-0.63615483,-0.69323677,-0.61199814,-0.612768,-0.6108069,-0.61027765,-0.31116042,-0.54609895
Igsf11,-0.7485267,-0.4565546,-0.8633623,-0.41211385,-2.0046806,-0.43953702,-0.7629225,-0.8904655,-0.63688064,-0.68284327,-0.6162191,-0.4149952,-0.62941074,-0.7578655
Gab1,-0.38646397,-0.21353501,-2.2936978,-0.7663648,-2.1837337,-0.45552582,-0.91843265,-0.93448704,-0.6723938,-0.7415125,-0.6647397,-0.44969064,-0.3390442,-0.37824854
Asap2,-0.555322,-0.63012064,-2.0612795,-0.7117622,-1.5162399,-0.6063179,-0.44485143,-0.3669333,-0.5238406,-0.505176,-0.5309329,-0.5544664,-0.6336691,-0.58233696
Tob2,-0.35040534,-0.3816964,-1.8063055,-0.6042953,-1.7863495,-0.33742365,-0.6267038,-0.6698007,-0.5897297,-0.598492,-0.5899139,-0.29583758,-0.40248135,-0.41996247
Map4k3,-0.5599996,-0.63359195,-2.3584101,-0.73689836,-1.6586261,-0.7138603,-0.47632983,-0.47985262,-0.56192243,-0.5544961,-0.56224203,-0.6723113,-0.55830413,-0.5888711
Pxn,-0.3390317,-0.5864775,-2.5221248,-0.82347125,-2.1910465,-0.47809452,-0.82621956,-0.81636816,-0.7205191,-0.72918326,-0.7196451,-0.4534284,-0.44160992,-0.3617236
Pou3f1,-0.6602845,-0.44203913,-0.90027934,-0.32549208,-1.6371248,-0.4725447,-0.5459086,-0.6722027,-0.53438747,-0.5470086,-0.53132355,-0.43784982,-0.619625,-0.67550814
Mir7227,-0.27153656,-0.42924553,-1.413431,-0.48947465,-1.646182,-0.3463626,-0.6229947,-0.64877,-0.5330561,-0.5454049,-0.5312997,-0.42117894,-0.30436778,-0.2531274
Mir5616,-0.6850943,-0.6230226,-2.517126,-0.8444517,-1.7946607,-0.80858636,-0.46715984,-0.41679668,-0.6293398,-0.6000584,-0.63745636,-0.723954,-0.68487877,-0.66882145
Gnal,-0.8814168,-0.7532763,-0.43598583,-0.25643978,-1.9780114,-0.85713124,-0.7976383,-0.73130345,-0.6248337,-0.65900797,-0.6034799,-0.85530436,-0.70733327,-0.81270516
Rgs3,-0.19974378,-0.28642392,-2.1490064,-0.680361,-1.5562154,-0.33843637,-0.5574901,-0.64957154,-0.511417,-0.521426,-0.5103241,-0.3579641,-0.3212222,-0.17311773
Ank2,-0.51267,-0.3980506,-1.3081747,-0.41900513,-0.97476214,-0.4865821,-0.2835891,-0.2551707,-0.33404508,-0.3271202,-0.3348234,-0.4154572,-0.4648683,-0.5256446
Cbx4,-0.36577994,-0.34444946,-1.2707887,-0.4277221,-1.663155,-0.34653896,-0.69516397,-0.6998185,-0.53229034,-0.5734066,-0.5289635,-0.3961354,-0.35092673,-0.4335303
Setbp1,-0.5357826,-0.48634392,-1.6731579,-0.5451839,-1.2639687,-0.46968326,-0.3559692,-0.34233108,-0.42678052,-0.41915876,-0.42758322,-0.51560336,-0.49498644,-0.58265024
Inpp5f,-0.70615673,-0.7126624,-1.0851794,-0.39259034,-2.3411787,-0.7575101,-0.9625913,-0.96991146,-0.7295373,-0.8132934,-0.70003694,-0.7781019,-0.7100619,-0.6766308
Bcr,-0.6410003,-0.66308856,-0.58849955,-0.2771322,-1.7252542,-0.6442882,-0.65101475,-0.6906717,-0.5483355,-0.56433356,-0.5374101,-0.6224333,-0.6193047,-0.6722858
Ror1,-0.49303252,-0.56411266,-0.74045646,-0.36238682,-1.6822858,-0.61796504,-0.6677951,-0.6837998,-0.54207724,-0.54509974,-0.53904325,-0.62246644,-0.5498494,-0.500811
Ssbp4,-0.33692607,-0.7106936,-1.6868263,-0.571013,-2.1271362,-0.57140994,-0.7847097,-0.8527502,-0.68633735,-0.7311762,-0.68268126,-0.5437854,-0.32881004,-0.41922784
Stox2,-0.6103676,-0.47842368,-1.0372837,-0.36146608,-1.5481281,-0.46818522,-0.6096123,-0.58654,-0.5076379,-0.51467586,-0.5071488,-0.48119265,-0.6397168,-0.5919461
Pgbd5,-0.75356,-0.75383043,-1.4728174,-0.5192239,-1.4047816,-0.84643364,-0.30838877,-0.3633691,-0.504779,-0.47631443,-0.5090801,-0.82039034,-0.77115154,-0.7049335
Osbpl3,-0.6993508,-0.7437482,-1.531846,-0.5810454,-1.3543895,-0.8296387,-0.29302195,-0.30724055,-0.48053864,-0.44894496,-0.48732108,-0.8146147,-0.56448686,-0.7159122
Sema6a,-0.4154076,-0.32584172,-2.1854835,-0.63248134,-1.7673385,-0.47642908,-0.63042724,-0.68992007,-0.58259046,-0.5871276,-0.5764099,-0.39984477,-0.55659735,-0.3598364
Dock4,-0.39880806,-0.37611645,-0.83448404,-0.36248845,-1.2653402,-0.5043776,-0.47194105,-0.53042245,-0.41877714,-0.42222357,-0.4184674,-0.4990935,-0.3221956,-0.39904016
Mvb12b,-0.52462393,-0.37560147,-1.0377097,-0.29153442,-1.6158307,-0.3296726,-0.6929193,-0.67952657,-0.5032661,-0.54641736,-0.48806664,-0.39837903,-0.36708507,-0.5016039
Olig2,-0.5730761,-0.08420533,-2.5565023,-0.7845808,-2.2336302,-0.23163608,-0.95278347,-0.94506717,-0.6618566,-0.79881483,-0.6312848,-0.08918548,-0.5030112,-0.63241106
Celf4,-0.6198497,-0.54762197,-0.86622286,-0.2633972,-0.99065816,-0.47636655,-0.34423324,-0.2596706,-0.33144927,-0.32676452,-0.3302396,-0.5694339,-0.4827032,-0.5790617
Kcna1,-0.9083878,-0.5434333,-1.3378963,-0.4788836,-1.6769128,-0.8991823,-0.5742289,-0.44297352,-0.56030416,-0.55898184,-0.56051826,-0.889172,-0.71548563,-0.88105094
Chd7,-0.5175402,-0.23447326,-1.7016104,-0.5168728,-1.7455106,-0.32185203,-0.7235191,-0.7336782,-0.5576024,-0.56934196,-0.5571775,-0.3687647,-0.34682044,-0.5148407
Grm4,-0.826031,-0.63983554,-1.0073946,-0.3326329,-1.886456,-0.5663897,-0.6742385,-0.7703861,-0.6119891,-0.6279779,-0.5999892,-0.6242574,-0.78540015,-0.7847935
Otud7a,-0.65690815,-0.602289,-1.5386274,-0.50694495,-1.3378258,-0.69441766,-0.3976348,-0.3332814,-0.45634958,-0.44519272,-0.4567749,-0.6841626,-0.6889467,-0.6187552
Tmem132d,-0.5547319,-0.54826295,-1.6116924,-0.5164991,-0.9423088,-0.68326795,-0.13477561,-0.24301505,-0.35358745,-0.29360372,-0.3567364,-0.65204763,-0.5315889,-0.55207807
Cers6,-0.7156174,-0.7278784,-1.7608078,-0.5159186,-1.4843874,-0.8022734,-0.4050596,-0.42437392,-0.501374,-0.4937956,-0.50192547,-0.78288114,-0.61063343,-0.7130524
