,Shared topic 1,Shared topic 2,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9
chr1-132853110-132853988,1.594306,0.024969624,-0.117926136,-0.5332287,-0.11573717,-0.92178494,-0.24045877,-0.07461874,-0.15515448,-0.6341557,-0.0022265166,0.14742523,-0.5583372,0.75876606,-0.008811277,0.18143623,0.032237865
chr1-134078792-134079690,-0.053649873,-0.0002222472,8.062708e-05,0.09860288,-0.04473033,0.1236488,-0.17053872,-0.0009801327,0.0070828325,0.051153537,0.0009431869,0.31126434,0.1314499,-0.055426456,-4.1922187e-05,-0.15348664,-0.056729678
chr1-134092716-134093588,0.07891938,-0.00043542858,0.0009713212,-0.44445148,-0.43088806,0.19036865,-0.08385815,0.022924466,0.0152127575,0.3556374,0.02241757,-0.39435273,-0.69885683,-0.091838576,-0.0028396884,0.008541091,0.19187473
chr1-134098866-134099761,-0.69196427,0.0017042907,0.0072677475,0.19102585,0.0019318907,0.40224555,0.15191118,0.007341349,-0.047627438,0.79707336,-0.0060647447,-0.36997294,-0.16946828,-0.33096778,-0.005164039,-0.2714745,0.046088316
chr1-135146372-135147171,-0.61250234,-0.0004554182,0.002129407,-0.01233971,0.036286943,0.09560198,-0.032597266,0.01851815,0.022604281,-0.114640504,-0.007892918,0.016402142,-0.22745425,-0.108997256,-0.001175994,-0.0115612075,0.21253422
chr1-135374744-135375682,-1.2693136,0.0018999717,0.010465196,0.3226678,0.8702667,0.15570971,-0.19679275,-0.023991821,-0.35500205,-0.5639712,-0.07984991,-0.06850101,1.5721501,-0.8880092,-0.01763882,-0.2604341,-0.19328198
chr1-135687741-135688634,-0.6445463,0.0031013335,-0.020605864,0.32678977,0.098975696,0.7650033,-0.29302898,-0.0074239,0.0651244,0.7305037,-0.0069619897,-0.044857726,0.395337,-0.45829272,-0.00456891,-0.34635365,-0.43525803
chr1-135728784-135729689,-0.020671865,-0.00094875577,-0.0023357715,0.15325993,0.0642138,0.23672216,-0.22362135,-0.0011403887,0.013449691,0.07144415,-0.0040643103,-0.23824787,0.04738302,-0.019119952,-0.0007543284,0.009468142,-0.007388146
chr1-135734146-135735063,-0.92014706,-0.05714735,-0.0644616,0.9667531,0.7898309,0.7479139,-0.50636625,-0.6823593,-0.5144915,-0.34509546,-0.4159548,-0.0045039216,1.7521011,-1.0065544,-0.040736068,-0.70337147,-0.48630586
chr1-136169878-136170775,-0.07175951,-0.0027011684,0.0065053473,-0.26844072,-0.3302628,-0.10165915,0.09487462,0.01251943,0.08312379,-0.34921506,0.00020985711,0.4240695,0.12233131,-0.10705681,0.0005191513,-0.02035246,-0.23622458
chr1-138617683-138618458,-0.0048038214,0.0019797161,0.0004122101,0.30382675,0.0077809463,-0.03359434,-0.0739727,0.0049185697,-0.12955564,-0.14704075,-0.006664474,-0.17919813,0.539529,-0.10375687,0.00358536,-0.14789845,-0.057265118
chr1-138619119-138619968,-0.40436724,0.00011917138,0.004436894,0.23134091,0.24812795,0.10440835,-0.22723307,-0.007853737,-0.014414483,0.080063954,-0.02110982,0.0011365017,0.23798198,-0.2031725,-0.0006532847,-0.19681066,0.3075783
chr1-150392663-150393576,0.3152241,0.0027677093,-0.0024770736,-0.23666912,-0.06068262,-0.08197112,-0.16278283,0.004135901,-0.031363267,-0.2816384,0.0007255679,0.40456793,-0.31551534,0.26173297,0.0007365897,-0.021621907,-0.053206876
chr1-151754811-151755684,0.032810815,-0.00029762514,-0.00014084384,-0.1379371,0.07186017,0.032643534,-0.004032744,0.00034640456,-9.354691e-06,-0.16839351,-0.0006728272,0.04512923,0.050173827,-0.00033566687,3.5182977e-05,-0.0043741097,-0.0269675
chr1-152399660-152400602,-1.2632222,-0.0013558231,-0.0033577394,-0.09116673,-0.102920316,0.17799471,0.2788157,0.022800356,0.35648227,0.054412775,0.009308413,0.036970466,0.14881909,-0.10966377,0.0016727842,-0.1431638,-0.18970813
chr1-153424674-153425574,1.1476779,0.0060879285,0.010526308,-0.3056468,-0.3725445,-0.5330182,-0.073902406,-0.034781747,-0.17277162,-0.7581748,-0.019469049,0.08929595,-0.29079494,0.5980633,-0.0022501994,0.18160038,-0.2134232
chr1-153683131-153684024,-0.25766966,-0.0015453281,-0.0037060988,-0.2040749,-0.34738907,0.23240684,0.17132935,0.020982154,-0.012633802,0.10886471,0.020064723,0.10511109,-0.87690616,-0.077245,0.0026645865,-0.33230424,0.40317276
chr1-154102657-154103545,-0.73349273,0.003029221,0.06965967,0.78084695,0.3554858,0.2270075,-0.46903697,-0.17263615,-0.25140196,-0.16870905,-0.1861588,-0.025480514,1.7813859,-0.90289223,-0.03616196,-0.56084424,-0.33045283
chr1-154117651-154118507,-0.61456335,-0.008792437,-0.00040050028,0.6990055,0.121571854,0.22074437,-0.036123425,-0.034685362,-0.0452745,0.11404887,-0.020756429,-0.15304886,1.1101507,-0.4965614,-0.0036863105,0.11381051,-0.7061388
chr1-154156469-154157344,-0.5469082,-0.036133338,0.3227868,0.80133456,0.29761648,0.2963583,-0.6409093,-0.25304312,-0.35846624,-0.4754201,-0.24357101,-0.70973986,1.664459,-0.47269762,-0.05348118,-0.33132997,-0.30152747
chr1-155048707-155049592,0.7311039,0.0048857746,0.00699805,-0.06430345,-1.0311903,-0.1914792,0.27467835,-0.039284136,0.038052965,-0.33254203,-0.003445691,0.27224657,-0.6034006,0.21361452,-0.0024964511,-0.13923033,-0.021802347
chr1-155059324-155060155,-0.4125972,-0.002560953,0.010539366,-0.4449942,-0.43744853,-0.2701784,0.4195265,0.012385981,0.21974836,0.4504436,0.09469762,-0.3216339,-0.9237639,0.10960331,0.0035391406,0.07139215,-0.14471413
chr1-155201145-155202041,0.38058656,-0.013477378,0.037256915,-0.898473,-0.5289725,-0.6716153,0.29847515,0.0775102,0.17428717,-0.59705555,0.07323543,-0.23478532,-1.0949417,0.7261246,-0.0016376658,0.21768743,-0.02381219
chr1-155812391-155813292,0.055953037,-0.00060678285,0.0002913701,-0.001739331,-0.34879774,-0.20159759,0.06367605,0.002057864,0.015812054,-0.0028971795,-0.002086202,0.20627606,-0.34723568,-0.017484345,0.0010869915,-0.12054194,0.041217376
chr1-159231678-159232566,-0.031110939,0.00032684015,0.00057785795,0.042017803,-0.21738692,-0.16176456,-0.031131146,0.0018201947,-0.0021147793,-0.014708205,-4.556035e-05,0.010641567,-0.058769923,-0.017969001,9.867643e-06,0.0058351047,0.0012052173
chr1-160194696-160195592,-0.032288324,0.00017587455,0.0025893475,-0.012673062,-0.035719994,-0.26774347,-0.07675321,-0.0026975712,0.0002456307,-0.09478645,0.004600654,0.030905671,-0.15751639,0.011964639,0.00078472565,-0.050978344,-0.044351168
chr1-161034491-161035323,0.43339655,0.00037368247,0.0024072349,0.1327532,-0.10022373,-0.10987869,-0.30456793,-0.0031603544,-0.010967539,-0.0036880244,-0.005674306,-0.09118627,-0.15535516,0.02687534,-0.002000685,0.018578,0.022549793
chr1-161250747-161251635,-0.12012367,0.0010307368,0.0012654337,0.14675614,-0.25853938,-0.6209049,0.035847817,0.020694658,-0.013283222,-0.24168733,0.01702175,-0.17787969,0.034174085,0.006465251,-0.0013668335,-0.037732657,-0.009311517
chr1-162477539-162478345,-0.43961623,0.00033339672,0.003398876,-0.15312175,-0.08988992,-0.31613612,0.19362414,0.0069670044,0.015472293,-0.33712786,0.020696968,-0.45489654,-0.21144506,-0.034736544,0.0046347966,-0.07504325,0.23488967
chr1-162664889-162665746,-0.3354653,-0.0024971336,-0.0091651315,-0.059396062,-0.000670503,-0.27337152,0.15158355,0.028189674,0.12368076,-0.3453614,0.04686773,-0.010879728,-0.26523545,-0.099358894,0.00010668301,0.021008734,-0.31979522
chr1-164248517-164249385,-0.2865388,0.00036707066,0.0012540163,0.06213204,0.05375403,0.34597427,-0.02083213,-0.0013852927,-0.015935862,0.05468123,-0.0050956947,0.13936643,-0.12853277,-0.03323112,0.00013612058,-0.0033748595,-0.042704236
chr1-164275259-164276134,0.6144313,0.00081607257,0.008440012,-0.30066314,-0.08997209,-0.055799905,0.07357464,-0.020578718,-0.1336005,-0.17320451,0.0040492546,0.07639378,-0.032059148,0.1348512,0.0010423242,-0.029138718,-0.3188004
chr1-165193948-165194817,1.0332491,-0.0059379097,-4.2240685e-05,-0.090288885,-0.22144973,0.30745253,-0.19939137,-0.13850425,-0.09306519,-0.17587496,-0.067873515,0.0031087461,0.14943624,0.20707364,0.0024875856,-0.040769495,-0.015272078
chr1-165641429-165641963,0.5270794,-0.0015310416,0.0019292862,-0.38116112,0.05893129,-0.14156531,0.16839041,-0.023265427,-0.035219416,-0.09301771,-0.0038649654,0.061886914,0.007346943,0.024736779,-0.0017585556,0.03623486,-0.24968426
chr1-166378861-166379741,-0.58544505,-7.0252136e-05,0.0038090332,0.3733081,0.017465131,0.16153477,-0.58483547,0.013570496,0.0597429,0.0927502,-0.017641356,-0.39671776,0.43478006,-0.26216307,0.004118993,-0.22489637,-0.04796502
chr1-167598075-167598953,1.0224249,-0.008384009,-0.0035221863,-0.27127874,-0.17423387,-0.15273477,0.21549465,-0.020271568,-0.13294524,-0.050556783,-0.0050668353,0.27294946,-0.77042973,0.21437418,-0.00021607794,0.10437995,-0.15047157
chr1-169531102-169531980,-0.2409366,-0.0003587018,-0.0023591754,-0.020937728,-0.22640905,-0.026656583,0.13378602,0.005922342,0.0067710467,-0.20274289,-0.002844198,0.31581488,-0.3120617,0.010844456,-0.0016327577,0.109935105,-0.05285778
chr1-170589338-170590199,-0.054642927,-0.0013082426,-0.0024015803,0.07390313,-0.45214316,0.28487787,-0.010984491,0.0022008775,-0.004865144,-0.3531731,0.0014562246,0.06555122,-0.03188174,0.025961455,0.0003023738,-0.045798827,0.055313557
chr1-171195817-171196651,1.1795158,-0.0051460834,-0.028461048,-0.31941044,-0.5257255,-0.21696965,-0.042313647,-0.0028945406,-0.096349746,-0.22089277,-0.09097929,0.45559078,-0.928108,0.52130824,-0.0049516414,0.2140138,0.0092185475
chr1-171220586-171221462,0.650704,0.00058784947,0.010105612,-0.72574216,-0.48156267,-0.6836383,0.40389377,0.0039687436,0.0754204,-0.44459036,0.029808188,-0.147397,-0.6092296,0.40866834,0.0064337403,-0.06024289,0.0856775
chr1-171269893-171270752,0.42832428,0.0006071312,-0.002165514,-0.53517824,-0.47920835,-0.23726998,-0.012756779,0.014695292,0.072114356,-0.38181657,0.019229217,0.26378468,-1.0428637,0.11970238,-0.0012234548,0.1554397,-0.03563887
chr1-172082291-172083201,-0.35718352,-0.00011434955,0.0057274015,-0.41136917,0.12000014,-0.043898504,0.027938386,0.0039051152,0.002289389,-0.4903589,0.004984552,0.01526837,-0.16779298,0.018009493,0.0009204784,0.010141618,0.017460141
chr1-172126329-172127207,0.163198,-0.0015739982,0.0020499201,0.012656922,-0.27539805,-0.6549253,0.08313797,0.002521183,0.006689188,-0.273275,0.00783196,0.044373993,-0.22396185,0.094516516,0.004268778,-0.06313271,-0.09289332
chr1-172295568-172296412,-0.7442237,-0.011862628,-0.16031511,0.7612886,0.4051485,0.4701358,-0.55347,0.03567967,-0.052576203,0.15740018,-0.08446777,-0.2721508,1.1426737,-0.74511385,-0.0016385873,-0.29838583,0.035232455
chr1-172297535-172298432,-1.7860987,-0.056039613,-0.1600327,0.39517418,-0.16288897,0.30291322,0.30666557,0.13371828,0.84270215,0.1322278,0.029027756,0.22770098,0.6497827,-0.73183906,0.0052404446,-0.48902595,0.0028892972
chr1-172311384-172311830,0.32999784,0.0014071175,0.04154318,-0.5296086,-0.72432697,-0.5839942,0.47601303,-0.0032945443,-0.061034262,-0.18994683,0.008504383,0.31761244,-1.3857037,0.12646243,-0.0018906741,0.559499,0.15605024
chr1-172311943-172312644,-0.20867115,0.0004991009,0.0008264297,0.101929806,-0.017632576,-0.21197496,-0.017949587,0.0021949196,0.0007804522,-0.18231627,-0.0006637203,-0.050550893,0.09407644,-0.020871283,0.00041523523,0.021328796,-0.029169135
chr1-172342469-172343352,-1.1697557,-0.005454823,-0.043885536,0.71357477,0.712309,0.3041039,-0.8312831,-0.11597453,-0.090852395,-0.51606333,-0.11774587,-0.12943918,1.8955038,-0.72563964,-0.021759113,-0.067395315,-0.5422634
chr1-172349675-172350564,-0.7310805,-0.046147816,-0.04241043,0.71426797,1.0947708,0.11602821,-0.57238823,-0.45736918,-0.57350576,-0.63264996,-0.67044437,-0.5390208,1.8661342,-0.6431588,-0.07928793,-0.036117263,-0.08790735
chr1-172632597-172633458,-0.6340066,-0.0005062868,8.317119e-05,0.13134314,0.18173727,-0.18493742,-0.06673836,0.005030441,0.014339784,0.03261885,-0.0047729923,-0.05694603,-0.118906215,-0.094094545,0.0015913938,-0.11371718,0.057075877
chr1-175692379-175693267,0.25383595,0.00030523038,8.078208e-05,-0.17273657,0.12446405,0.1616474,-0.03891651,-0.0056970296,-0.004585814,0.30524224,0.0042382544,-0.047481447,-0.13520417,0.017681291,-0.00054636,-0.011522956,0.019904677
chr1-179545946-179546836,-0.4436181,-0.0004125132,-3.4009667e-05,0.05569687,0.2133985,-0.09715914,-0.09008359,0.0031983615,0.09699378,-0.18383357,0.0020020602,0.08592728,-0.0070627183,-0.02930836,0.0012105044,-0.029448604,-0.2848944
chr1-179667823-179668721,-0.5452718,-0.005399988,0.0062860027,0.28846678,0.5340409,-0.05235081,-0.27541876,0.03504772,-0.15746629,-0.11888671,-0.0058374624,-0.121468045,0.8080802,-0.30994284,-0.0007135631,-0.25917742,-0.29621065
chr1-180268345-180269254,0.038658857,-0.0029475975,0.004980572,-0.029855834,-0.2583921,-0.46939436,0.0029916286,-0.0013965856,0.39208308,-0.07024054,-0.022618877,-0.14952418,-0.22409165,0.05308838,-0.0013807294,-0.007052865,-0.07157566
chr1-180421853-180422751,-0.10112772,-0.002556717,0.0016438476,0.118851915,-0.46023607,-0.0118614705,0.15906332,0.008478475,-0.006793046,-0.29718295,-0.0022520958,-0.033703573,-0.20281526,-0.020891216,0.00042982955,0.0626745,-0.19519064
chr1-181211704-181212566,-0.24224758,0.00066097494,0.00012898154,0.0561358,-0.16257681,0.2828859,0.19546889,-0.0029238574,-0.00037019388,0.18549302,0.0036773728,-0.27347377,-0.17099617,0.0025553275,-7.754105e-05,-0.029957604,-0.16191994
chr1-182086436-182087345,1.4845164,-0.011445498,-0.21502969,0.65170765,0.18394054,-0.19903587,-0.730865,-0.5512131,-0.70269537,-0.32548648,-0.38419336,0.1651408,0.8904605,0.022954881,-0.1286689,-0.26692733,0.085851654
chr1-182341114-182341925,-0.028032407,3.657654e-05,0.00037787846,-0.009750772,-0.048675556,-0.26597503,0.043637797,-0.0009920446,0.0044305604,-0.3009175,0.00088759064,0.03350002,-0.048445255,0.0003410976,-0.00014372916,0.01519567,0.0036289478
chr1-182474766-182475670,-0.82976174,-0.051614933,0.017375017,0.19113022,1.1229258,0.261529,-0.63107085,-0.20881237,-0.3805962,-0.008197774,-0.29950613,-0.3747932,1.7526071,-0.8408302,-0.029289719,-0.59698284,-0.4166059
chr1-182483507-182484434,-0.36571512,-0.02579756,0.030770818,0.9325884,0.07886278,0.51601666,-0.74982667,-0.3941791,-0.14690505,0.030715564,-0.29531035,-0.36760622,1.774842,-0.92832625,-0.05395493,-0.43962872,-0.34231517
chr1-182959816-182960643,0.028878674,-0.00019973541,0.0018847446,-0.03332043,-0.25630754,0.09660088,0.11141026,0.0035008336,-0.050255038,-0.32473868,0.022777475,-0.023267439,-0.00012533739,0.06986472,0.00030597052,0.00041618018,-0.2412732
chr1-183298930-183299833,0.72307426,0.026606234,0.12984614,-0.66778296,-0.85035515,-0.3650552,0.2020281,-0.009866049,0.037517473,-0.8553825,-0.08474935,0.3706968,-1.333827,-0.0408078,-0.0026282826,-0.42291307,1.2095377
chr1-184824331-184825139,-0.38369983,-0.0008779088,-0.0050320732,0.34436354,-0.16063868,0.37780598,-0.04950696,0.019509025,-0.003688041,0.6191231,-0.033423632,-0.050851066,0.07415369,-0.103392735,-0.0014994461,0.04352539,-0.20101584
chr1-184845410-184846297,0.078830734,0.0008858938,0.00075318065,-0.12308462,-0.29605243,-0.1628361,0.029729301,0.005161953,0.0038802393,0.26944306,-0.004001883,0.0023274978,-0.24760497,-0.031629555,0.0003655937,-0.0036205978,-0.007643978
chr1-184851975-184852768,-1.1892595,4.2382748e-05,0.001957987,0.18118113,-0.048378706,0.046987925,0.26385996,-0.013505367,0.15965967,0.19674736,0.06321172,-0.048036236,0.12876442,-0.5949405,0.0014009423,-0.07510349,0.094019
chr1-185331766-185332648,-0.41629776,0.000935443,0.0035677701,0.023661776,-0.20632909,-0.07533182,0.11190483,0.016586471,-0.03964747,-0.3828304,-0.0014390198,-0.19772656,0.16778941,-0.046946205,0.0009929574,0.15691851,-0.12031219
chr1-187215126-187216015,-0.21495984,0.00051090645,-0.00030185658,-0.08680268,-0.11936774,0.02963747,-0.009687626,0.004483108,0.06171323,0.22164258,-0.004944875,-0.16227734,-0.092621826,-0.013650187,0.00042258968,-0.021140628,0.11424649
chr1-191182999-191183899,0.022602104,-0.00017718626,0.0033871902,0.3589975,0.05609953,0.6767243,-0.13118595,-0.027501956,-0.17442888,0.8112562,-0.039485715,-0.20184578,0.029247485,-0.22022484,-0.0066803866,-0.37090644,-0.36815673
chr1-191312301-191313227,-0.12571986,-0.0050644106,0.0012436939,0.11900967,-0.1316502,0.035127364,-0.12455183,-0.008105745,0.090068765,0.29072997,0.0006944122,0.05328052,-0.06788358,-0.0990586,-0.0010264554,0.015055885,-0.013359207
chr1-191989744-191990631,0.24982601,-0.002339929,-0.0021993325,0.0011685214,-0.24111424,0.159645,0.33035234,-0.002615925,-0.19057633,-0.27721038,-0.0043938556,0.40148026,-0.18734375,0.11981203,-0.0016989879,-0.023888793,-0.22305404
chr1-192092298-192093109,-0.0005097091,0.001786094,-0.0012125873,0.22667722,-0.021225858,0.32218483,0.005163211,-0.014805485,-0.0043988694,0.47770557,-0.016275642,-0.1040294,0.22736603,-0.03913435,0.00018860081,-0.11871721,-0.052520305
chr1-194879264-194880173,-0.91660213,-0.003939372,-0.011187892,-0.12023525,0.1319624,0.10709327,0.38747337,0.043202948,0.083738744,0.14160976,0.019135192,-0.23685068,0.00062759593,-0.23284136,0.00068899745,0.06679184,-0.051623788
chr1-194976073-194976893,0.0262378,-0.00025598556,-0.0002733922,0.1667818,0.031160457,0.0013674943,-0.0016870847,-0.00040378014,-0.00019323798,0.005188929,-0.00064074324,0.0061367527,-0.040582992,0.0010353641,-0.00052736537,-0.028359383,0.030535595
chr1-195241229-195242135,0.18554184,0.018283803,-0.22573113,-1.0300497,-0.41250026,0.2700198,0.038048577,0.26531905,0.044396743,0.04688303,0.14263315,0.21459311,-1.7017976,0.019434819,-0.0001255659,0.3179819,0.5138051
chr10-3973460-3974000,-0.11707996,0.00018638163,0.00086737575,-0.020997912,-0.25035703,0.20402291,0.043229967,0.0014927008,-0.0050161476,0.041538566,0.004077192,-0.10988079,0.031191684,-0.010592451,-0.0007626756,-0.0443838,-0.022784302
chr10-5805345-5806221,0.13371596,-0.0012291515,-0.0036624733,0.004173536,0.18522914,-0.00010017416,-0.26103014,0.0011443801,-0.010168818,0.15755977,-0.0032616097,0.6439706,0.00653477,0.056637116,-0.00034551448,-0.1770875,-0.31579927
chr10-5823666-5824588,0.59868944,0.008065594,-0.0074227066,-0.048251692,-0.056354817,0.3686249,-0.22611308,-0.054434977,-0.020344371,0.66639763,-0.027980503,0.20434631,-0.21252815,0.021177137,-0.0022398224,-0.55740714,-0.12804165
chr10-7211116-7211734,-0.5025436,0.0055828923,0.00062257564,0.42408618,0.2123008,0.34393236,-0.3822385,-0.010492676,0.014799163,0.644619,-0.12520467,-0.06194319,0.2577448,-0.43997234,-0.0020903961,-0.12092355,-0.18530422
chr10-7211858-7212570,-0.077116325,-0.0069379793,-0.23885995,0.593421,0.5416498,0.7206252,-0.31332532,-0.22615275,-0.26898935,0.6779591,-0.17135915,-0.56570506,0.7585962,-0.4513112,-0.012548873,-0.28936234,-0.06671584
chr10-7667075-7667975,0.4906893,-0.0036169745,-0.0008367295,0.05075974,-0.4598424,-0.72634137,0.03320377,0.0024851758,0.02567443,-0.22369246,-0.008198132,0.15067677,-0.15796292,0.11073908,-0.002069579,-0.0043729246,-0.2730063
chr10-7680802-7681598,-0.26071948,-0.00016816978,-4.3467204e-05,-0.09107553,0.10978507,-0.19108982,0.18045984,0.00054850115,-0.0004031425,-0.26253656,0.00084314204,0.09208848,-0.055016577,0.004924698,0.0006250755,0.010162142,-0.00093993737
chr10-7900711-7901620,0.86796206,-0.012777075,0.012530978,-0.29271534,-0.62290406,-0.30374536,0.13566181,-0.01916673,-0.07151016,-0.58821654,-0.046735413,0.11902558,-0.36929888,0.51540506,-0.0013063883,0.38054398,-0.10043424
chr10-8518490-8519274,0.3589285,0.00013631574,-5.781615e-05,0.24185854,0.039768618,0.11270314,-0.22215123,-0.009072941,-0.030442342,-0.07704297,-0.006684232,0.073309705,0.20927677,0.019854615,-0.0006257546,-0.04725424,-0.07276104
chr10-8885718-8886648,-0.37567592,-0.021345437,-0.0084872525,0.6079707,0.55394846,0.62696725,-0.5812789,-0.3241786,-0.27172667,0.57830566,-0.2651856,0.30754942,0.78265315,-0.70769227,0.0025280812,-0.33176574,-0.26363376
chr10-11449675-11450577,0.72346616,0.019235747,0.0017717036,-0.62885183,-0.5315103,-0.99805325,0.5465587,0.02767502,-0.112421766,-0.5945423,0.030603755,0.18685868,-1.1651907,0.5962735,0.005934639,0.3512814,0.10355778
chr10-12868885-12869812,-0.8733045,-0.032648474,-0.02813431,0.5475148,0.2759177,0.56352544,-0.23102933,0.13198769,-0.014040547,0.56406707,-0.14068168,-0.24575062,0.44381493,-0.72750247,-0.0021393439,-0.55239666,0.29207477
chr10-13982604-13983512,-0.61998343,-0.0008862058,-0.00020481274,-0.21779059,-0.10651448,-0.26048064,0.05898901,0.015750583,0.047319304,-0.15393472,0.003962127,0.04125474,-0.06659897,-0.11047929,0.0024051915,0.0062212483,0.08515198
chr10-14056767-14057671,-0.016097292,0.004039926,0.00056408223,-0.255639,-0.23420054,0.117292434,-0.060772907,0.03251382,0.15130702,0.79729956,-0.002317484,-0.24221483,-0.58954525,-0.02635957,0.0034277732,-0.26777336,-0.38567036
