,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 7,RNA private topic 8
TXNIP,0.004299835,-0.38140503,-0.007893382,-0.16612062,-0.020169951,0.18892121,-0.47398156,0.17862062,-0.01655842,0.13018656,0.00095069053,-0.007957763,0.05870132
SF3B4,-0.0016460367,0.27448794,-0.04099326,-0.055363536,-0.012673527,0.0146535365,0.37251672,0.19818461,0.0042498927,-0.038055245,0.0003231573,-0.007164296,0.0046599545
PLEKHO1,-0.022690585,-0.13726138,0.115250774,-0.623491,0.19908154,-0.06730811,-0.3083104,-0.7575956,-0.022908483,-0.10778437,0.0044590975,-0.05810079,-0.1705932
ANP32E,-0.005100751,0.1779481,0.053053062,-0.2346798,-0.16100137,-0.31801635,0.31428805,-0.4353494,0.0041249986,0.015834432,-0.0007231785,-0.006122588,-0.04415938
APH1A,0.0041499194,-0.012302354,-0.26579967,0.1818742,0.045610763,0.06549997,-0.31100595,0.29657292,-0.021415155,0.18183987,0.00086252094,-0.0020125795,0.00060282403
PRPF3,0.0010633225,0.022182882,0.010805333,-0.51614165,-0.0006912928,-0.13367043,0.052457284,-0.088705406,-0.00096134545,-0.05936745,0.0007663801,0.001100678,-0.003339322
MCL1,-0.28405887,-0.4636871,-0.026317151,0.68013287,0.15510318,0.43282437,-0.15623836,0.6011112,-0.08096888,0.63410765,-0.0017428496,-0.46713272,0.037529357
ENSA,0.0014749041,0.074811906,-0.016732782,-1.519686,-0.0071004326,-0.14179647,0.35454026,0.1145615,-0.0047537545,0.027928721,-0.0012437637,-0.00028796744,-0.0011698055
CTSS,0.009802452,0.47148922,-0.1597074,-1.0582846,-0.05119347,0.55191255,0.07192159,-0.13415541,-0.0349678,0.24712524,-0.00607585,0.015433214,0.0031169192
CDC42SE1,-0.0033828362,-0.1287708,0.00065759476,-1.0240097,-0.32339242,0.013679289,0.50398284,-0.26202717,0.01913695,-0.110111624,-0.0025822206,-0.004138836,-0.029929597
PIP5K1A,-0.0014326493,-0.1313277,0.0057208473,-0.05512513,0.0047119954,-0.31584948,0.27160853,0.33933926,0.0030884796,-0.22598705,-0.0012059206,0.0018236169,-0.004389939
RFX5,0.00809285,0.5744262,-0.00013033114,-2.2959676,-0.22686984,-0.10134279,0.3002637,-0.55233735,0.02580296,-0.48143998,-0.0037799722,0.055991713,-0.18026274
POGZ,-0.005776072,-0.15729275,0.11032037,-0.44326365,0.0066553345,-0.460641,-0.049385443,0.008454029,0.0029640747,-0.23198704,-0.0013855852,-0.004383585,0.0007833676
S100A9,-0.5034136,-0.6876057,-1.280724,0.980645,-1.2357361,0.26444083,-0.90902764,1.2614653,-0.37925878,-0.57068694,-0.012043732,0.06661292,-0.6678555
S100A8,-0.40900362,-0.5870262,-0.5613935,0.8412922,-1.1294947,-0.8103097,-0.3855728,1.2888218,0.16558339,-0.6403405,-0.037162114,-0.17029455,-0.58732486
S100A6,-0.035441186,-0.46727696,0.041109163,0.5286797,-0.07843361,0.061797604,-0.0045417533,0.93687135,0.009670393,0.42901108,-0.005940998,-0.037206847,-0.011166204
S100A4,-0.028965607,-0.3491043,0.22819155,-0.72209394,-1.1396186,-0.8661408,0.51711154,0.51997757,0.09421332,-1.25425,0.004730204,-0.045083568,-0.15916266
S100A13,-0.025213312,-0.20479532,-0.08515333,1.1369734,-0.06305092,0.73991984,-1.308609,0.49987486,-0.051014934,0.059370313,0.0007727939,0.033934038,-0.022608964
CHTOP,-0.00080524856,0.012510553,0.020245839,-1.1029519,-0.036779124,-0.2073398,0.27595833,-0.19048087,0.014642406,-0.2267121,-0.0010061251,4.836917e-05,-0.054867353
ILF2,-0.0044749836,0.33604106,0.0017743913,-0.10873548,-0.10041297,-0.036504094,-0.062471237,-0.9431162,0.0017537177,-0.0796366,8.525269e-05,0.005772658,-0.0046788678
GATAD2B,-0.0021798087,0.07701816,-0.0049350914,-1.1698627,-0.6497497,-0.34719387,0.4712853,-1.122603,0.01993064,-0.39211783,-0.0011897056,0.006692045,0.005523614
DENND4B,0.0053965664,0.006467206,-0.02253976,-1.9723794,0.046902455,-0.062189333,-0.21659173,-0.33902144,-0.004587451,0.060901076,-0.0013175067,0.0027996446,-0.012771242
CRTC2,-0.009813507,0.09189536,0.07028256,-0.43628937,0.025218336,-0.7788895,0.17934246,-0.71388054,0.024866335,-0.5571274,-0.0011138903,-0.011983106,-0.02592459
JTB,-0.00015520336,-0.075133026,-0.007367885,-0.4477611,0.014747825,0.11110488,-0.0855119,0.5947409,-0.008174129,0.017823283,0.0012046789,-0.00087729975,0.0061364514
UBE2Q1,0.0071791713,0.0932819,-0.015757704,-1.478626,-0.040556546,0.14299485,0.22739762,-0.98082006,-0.00753584,0.044012424,-0.0002550958,0.0025106072,-0.00023949139
ADAR,-0.0024054036,0.023533123,0.0015683809,-0.22331892,-0.026589084,0.026942037,0.19121008,-0.15443791,0.0039266944,-0.059618924,0.001467191,4.2521344e-05,-0.025845012
PMVK,-0.0019051934,0.04904951,-0.008435712,0.11341702,-0.014468491,-0.16695604,0.17324972,-0.38965344,-0.0016112046,-0.109400995,0.00024169117,-0.0006492771,0.011515015
PBXIP1,-0.05546727,-0.049486678,0.32568806,-0.33392617,-1.2702587,-0.5397873,0.43079653,-0.17918904,0.108674854,-0.3642959,-0.01670904,-0.010901533,-0.32384548
SHC1,0.25301835,-0.5722788,-1.4931307,0.41840717,0.6070334,0.99089277,-0.5373834,-0.19014354,-1.7522273,0.6033752,-0.00963805,0.3374021,0.17619388
KRTCAP2,0.014590499,-0.2293184,-0.08443999,0.09118964,0.018931886,0.0048546973,0.1091822,-0.43226847,-0.025128366,0.04975056,-0.00033968667,-0.003397561,0.061312243
CLK2,-0.00586191,-0.03921959,0.08923284,-0.392409,-0.15224327,0.09857049,0.35610086,-0.7204256,0.0031408719,-0.06730626,-0.0026737473,0.00030648266,-0.043277543
ASH1L,0.016596342,0.2382013,0.007528913,-1.0725509,-0.6854799,-0.17754987,0.1774798,-1.1821338,0.027742177,-0.6899762,-0.0015526284,0.015152988,-0.086934224
MSTO1,4.4341245e-06,-0.04904189,0.0743141,-0.19801891,-0.012886948,-1.1734217,0.013643303,-0.5430809,0.0038945454,-0.39279062,-0.0018243045,-0.0023614878,-0.031718872
YY1AP1,-0.0030925756,0.15792207,-0.08390437,0.28055778,0.0038249684,-0.8285023,0.06506065,0.26926208,0.003340649,-0.42102203,0.00076894014,0.002787131,-0.0030281635
DAP3,-0.0046437117,0.20988417,-0.124048404,-0.3746324,-0.037946317,0.2958081,0.41701806,-0.116415694,-0.0005205082,-0.010692932,0.0016204248,-0.004123022,0.00070251164
KHDC4,-0.00258928,-0.107708,0.20888346,-0.62727046,-0.15085508,0.092486985,0.14058332,-0.988957,-0.007098207,0.029843863,-0.0013963281,0.0026054871,-0.02847983
ARHGEF2,0.008751122,0.18652819,-0.04963747,-0.42972386,-1.052994,-0.27289477,-0.06757055,0.86775154,-0.028543573,-0.17001887,0.0028356544,0.025217952,-0.0098205
SSR2,-0.0012130938,-0.13577114,0.018473756,-0.7512884,-0.03650208,0.116318606,0.12997355,-0.031509973,-0.012280127,0.009233063,0.0012088295,-0.0030306003,-0.0020677731
LMNA,-0.54262614,-0.7592211,-0.2729527,1.2507063,-0.28056145,0.2118982,-1.6127561,1.2046156,-0.28342327,0.015231343,-0.019261172,-0.33667547,0.09976685
PMF1,-0.0055731665,0.01584466,-0.07365896,-0.6053269,0.030070513,0.31752974,0.3111415,0.19757038,0.0032136743,0.054155383,-0.0016837196,-0.0051161475,-0.014231551
MEF2D,0.0024319666,0.10066391,-0.19938117,0.25213718,-0.015737457,0.10228951,-0.06465298,-0.2460944,-0.004033257,0.03982229,0.00025699456,0.0056939144,0.001360412
HDGF,-0.0029258754,0.056876395,-0.0015911148,-0.32808805,-0.007107208,-0.45001224,0.18844123,0.1992587,0.0030154923,-0.121103056,0.0014361325,-0.0015971801,-0.024795435
FCRL3,-0.014996173,1.0323529,-0.14124587,-0.9811599,0.14328945,-1.0069784,0.18362726,-0.34353653,0.027138527,-0.057882853,0.004859598,-0.027847908,-0.20901456
FCRL2,0.06729166,0.7611752,-0.49310017,-2.218403,-0.2545157,-0.20148817,-1.3537239,-0.11444778,-0.14613807,-0.30491886,0.0109624965,0.010010123,0.079371154
FCRL1,0.033157673,0.80594563,0.09167568,-0.8730973,0.42639607,0.062350675,-1.91727,-1.5209461,-0.09844458,-0.34172782,0.0038347538,0.05091243,-0.14993632
PYHIN1,-0.04818311,0.21622965,0.73511744,-2.1506155,-0.64933634,-1.8197478,0.40386623,-0.48475948,0.29684246,-1.1693164,-0.02392018,-0.08264426,-0.092443585
IFI16,-0.014536502,0.27513498,-0.06178438,0.27654225,-0.011363974,-0.0658078,-0.13249373,0.24650252,-0.010414486,-0.22021766,0.00019241081,-0.012508942,-0.0050981343
TAGLN2,0.005831978,0.4690736,-0.8230011,0.75749254,-0.024574986,0.20834005,-0.23579054,0.17598045,-0.028676892,-0.23260848,-0.0017762281,0.0064254696,-0.07366489
PEA15,-0.0061043804,0.2777123,-0.058015432,0.59630585,-0.097865686,0.33410466,-0.34620407,0.63160145,-0.039790317,0.1924455,0.001154689,0.012474679,-0.028645521
DCAF8,-0.0002461424,0.055440318,-0.0082629835,0.013923616,0.015064197,-0.8439048,-0.039027877,-0.180579,-0.0013139518,0.00625802,5.4920103e-05,-0.0028464308,0.0024394686
COPA,-0.00045989917,0.09443236,-0.0150705185,0.45718902,-0.018850021,0.060343087,-0.0406582,-0.11354404,-0.0012721746,0.046200782,0.0010688675,-0.0023674686,-0.00015722541
SLAMF6,0.00072491425,0.33259493,0.064861216,-0.36065435,-0.24799214,-0.37244472,0.3938673,-1.1891222,0.0066540167,-0.0022564419,0.00052913744,-0.00556073,-0.059870914
SLAMF1,0.03107721,0.33149952,0.16994911,-1.1878763,-0.5390809,-0.94560933,0.5445684,-0.57318246,0.082070455,-1.012243,0.0062631816,-0.0013713433,-0.0039560334
CD48,-0.048547875,-0.08691375,0.3944209,-1.2644378,-0.074977934,-1.1473843,0.45063606,-0.26697183,0.30440238,-0.982909,-0.005906916,-0.04937045,-0.26232445
LY9,0.0068311677,0.40610984,0.09325814,-1.3956393,-0.56935215,-1.8688287,0.47621787,-1.0178108,0.13561393,-0.93517655,-0.0043373443,-0.056402955,-0.101938866
ARHGAP30,0.013183811,0.2655604,0.3308285,-0.8215732,-0.7405813,-0.839792,0.50203365,-1.5462589,0.26050964,-1.4009207,-0.0049869353,-0.015445625,-0.26300645
PFDN2,-3.7921774e-05,0.10740012,0.022221321,0.25335896,-0.048651356,-0.07387132,-0.059966255,-0.14941098,0.0009961852,-0.04713496,-0.0005783163,0.002121041,0.0009233872
DEDD,0.009964651,-0.029040216,-0.072403155,-0.51810044,-0.05729479,0.59397054,0.19851956,-1.4972417,-0.026336953,-0.04419803,0.011533508,0.006231732,-0.03544065
UFC1,-0.0061964258,-0.05810452,-0.02280061,0.7213147,-0.0017828699,-0.35477987,0.25552064,0.06252033,-0.012651108,-0.088244654,0.001379151,-0.003766967,0.02097324
ADAMTS4,-0.5648624,-1.2059752,-2.5880647,1.8219683,-1.2233995,1.1966109,-0.9180162,1.1926906,-1.7602566,0.31210458,-0.39764544,0.012602602,-0.7663625
NDUFS2,1.7247427e-05,-0.021495735,-0.02237519,-0.7793954,0.2338705,0.0865744,0.22469363,0.5676048,-0.011301482,0.001086718,-0.0011554922,-0.003082945,-0.0474283
UHMK1,-0.0099367555,-0.04407514,0.060371574,-0.1384457,-0.07184718,-0.14936702,0.3539496,-1.5622518,0.011634241,-0.05708004,-0.0037319006,-0.0014529395,-0.03696132
RGS5,-0.010477527,-0.34763092,-0.1593024,0.5426548,-0.08783301,0.06700882,-1.00153,0.5763505,-0.009954203,0.304365,-0.0018182554,0.0035978674,-0.024599867
ALDH9A1,0.004105635,0.03248282,0.0012246198,0.32020923,-0.0010779965,0.2904159,-0.3729039,0.19820274,-0.015850358,0.10189291,-0.0010787103,0.005434935,-0.0051241578
TMCO1,8.941644e-05,0.39499187,0.049811296,-1.522547,-0.110392205,-0.037177667,-0.06609962,-0.7631748,0.012907385,-0.33320215,0.0076356116,-3.8193393e-05,-0.02021762
POGK,-0.0077491356,0.19354586,0.017151956,-0.6909726,0.009404262,0.00950711,0.18875493,-0.029439962,-0.002444379,-0.055206783,-0.00020901133,0.00081909006,-0.0018715062
RCSD1,0.008777308,0.43725422,-0.073649265,-0.3292344,-0.033752315,-0.0055197794,0.29876804,-1.381553,0.0017411389,-0.062287096,-0.0022138285,-0.0015144064,-0.03423847
SELL,0.0002678062,-0.32858405,0.27383602,-1.2138836,-0.13559,-0.50285864,0.38601997,-0.54084677,0.14817823,-0.087432675,-0.0043141996,-0.061821755,-0.11581473
PRRC2C,0.0025945336,-0.121292226,0.040738832,-0.84820086,-0.030346012,-0.08870021,0.28592715,-0.34523568,0.0053013153,0.03502815,-0.0011530498,0.003754223,-0.023889137
RC3H1,-0.005868167,0.35333052,-0.016060524,-1.1642509,-0.25150144,-0.3780181,0.086030886,0.029292682,0.023463868,-0.66402996,0.0011636782,-0.0036653527,-0.0074456017
RABGAP1L,9.902057e-05,0.24876477,0.14390098,-1.080723,-0.051363192,-0.6045754,0.03952852,-0.39835146,0.02299946,-0.72130394,-0.009897844,-0.020849375,-0.04656268
RALGPS2,0.1171585,0.7798398,-0.2689761,-1.353405,0.43256834,-0.6179949,-0.9540192,-1.8293902,-0.122422695,-0.23828866,-0.008832108,0.029985154,0.019734213
CEP350,-0.001002934,-0.19207512,0.07872587,-0.44322523,0.014817995,-0.7017173,0.1871931,-0.4252157,0.008204538,-0.34229454,-0.0033139244,-0.0049798437,0.011419592
IER5,0.005157823,0.22083701,-0.09760497,-1.6356336,-0.041070633,0.43318185,-0.1004003,-0.33371738,-0.029066803,-0.041328788,0.00039548753,0.0166838,-0.0048296107
GLUL,-0.03462018,-1.1778109,-2.8269978,1.9078646,0.22285463,0.5691069,-1.8235668,0.5007068,-4.717699,0.90834343,-0.08389473,0.27451244,-0.27439496
RGS16,0.32617557,-0.73412293,-2.486928,-0.599867,0.43436408,2.0283177,-1.8459951,0.807623,-3.4627686,0.8490252,-0.06508387,0.785337,0.88561666
DHX9,-0.03484282,0.38067585,0.14206664,-1.4276046,0.33610582,-0.3661996,0.09100476,-0.5507174,-0.0069513214,-0.2573877,0.004790628,0.014621192,-0.023379343
ARPC5,-0.0029584626,0.3116308,-0.08512905,-1.1108547,0.30807006,0.59731436,0.30423918,0.23634264,-0.024761751,0.12950078,-0.0024573489,0.015615335,-0.0072171832
RGL1,0.27494463,-0.2762634,-0.64638346,-0.65695286,0.6052394,0.9869347,-0.95185506,0.15702103,-0.6419183,0.573512,0.02085956,0.15929581,0.23083277
EDEM3,0.0016516373,-0.6111429,0.0074836994,0.8463745,-0.018821478,0.0841352,0.14362554,-0.29868528,0.0038477792,-0.016838338,-0.0014000622,0.0058777253,-0.011186047
TPR,0.008533755,0.17288275,0.17397195,-1.7606571,0.22195144,-0.6528905,0.1962918,-0.86127853,0.015675563,-0.7131378,-0.006853206,0.012367197,0.018449683
PTGS2,0.14635961,0.3231897,-2.2001936,-1.0394886,-0.25394937,1.7419239,-1.3669277,1.0031587,-1.2945588,0.7449336,-0.106297545,0.90419537,-0.39761704
CDC73,0.005752987,0.119946845,0.08112505,-0.7447081,0.01493664,-0.21281508,0.31344947,-1.489807,0.018909836,-0.5240267,-0.013401228,-8.202518e-05,-0.009394326
NEK7,0.004840158,0.04435338,-0.3769354,0.76291025,-0.06710729,-0.36803398,0.56575865,-0.5457217,0.0074728583,-0.37081313,0.00057841075,0.01837372,0.002610915
CSRP1,-0.06595184,-0.9429722,0.36785686,0.25543982,0.035119824,-0.33191496,-0.6852772,0.5254139,0.0042953263,-0.4241208,0.009734363,-0.07184479,-0.2756692
LMOD1,-0.03820235,-1.883033,1.2240133,-0.41594034,-0.080499746,-1.5165856,-2.0110447,0.58492994,0.17294227,-1.0846394,0.15858139,-0.56306463,-0.17327689
PTPN7,-0.048908964,0.8086457,0.30970725,-2.1737132,-0.44052055,-0.926442,0.8463118,-0.85155165,0.3486071,-0.911577,-0.006588113,-0.06977267,-0.10960126
PPP1R12B,-0.32889923,-0.43552965,1.0047574,-2.2079897,-0.28985775,-1.6900275,-0.12563814,-0.08446165,1.0378231,-1.420406,0.07943512,-1.105205,-0.64555746
ADIPOR1,0.0092895245,-0.139586,-0.181164,0.072677255,0.027485713,0.40291685,-0.027654478,-0.1819719,-0.03544983,0.6293103,-0.002942628,-0.0013650095,0.059783168
BTG2,0.050564148,-0.3740482,-0.44958425,0.7112179,0.18290079,0.051269244,-1.1473699,0.65228844,-3.0433404,0.16224404,0.035169743,-0.82487494,1.1551324
ATP2B4,-0.02164061,-0.09385146,0.021975173,0.8545478,-0.31264123,0.31688392,0.13220271,0.1668849,-0.0030167864,0.03958069,0.00027315356,-0.008198112,-0.10005867
MDM4,0.0020076688,0.32084113,0.055535026,-1.1767029,-0.9318236,-0.24265808,0.19845873,-0.6846838,0.05264233,-0.778355,0.0024566145,-0.017016625,-0.09623585
ELK4,-0.0012489411,-0.05487395,-0.03264155,-1.0608485,0.16820621,0.19513345,-0.19259532,-0.40306488,-0.02799361,0.12347121,0.00038652672,-0.0028532902,0.019601433
NUCKS1,-0.0043022465,0.096802846,0.020761605,-0.82258624,-0.019087126,0.10502018,0.17138574,0.3008777,-0.0056389705,-0.027753409,0.00043383238,0.0007154543,-0.018556472
IKBKE,0.014625085,0.20870122,0.0036250427,-2.156553,0.06391324,-0.918751,0.64839494,-1.6620367,0.11750502,-0.7300556,0.0035772882,-0.013333976,-0.08308896
RASSF5,-0.055204965,0.26350394,0.27974242,-1.6359432,-0.7514527,-0.5290604,0.51945716,-0.5106061,0.37981513,-0.9571443,-0.018782588,-0.09029414,-0.45002833
MAPKAPK2,-0.0014964117,0.029704925,-0.16438022,0.48243055,0.08477845,-0.21279112,-0.26632887,-0.3385245,-0.004061959,0.050374925,-0.0002561176,0.00029485492,0.0067547928
FCMR,0.009283181,0.28933635,0.12567736,-1.432278,-0.029583838,-0.3004794,0.3140625,-1.5157524,0.09213408,-0.07723604,-0.0035493283,0.028356204,-0.53824687
CD55,0.14908779,-0.29602292,-0.5638567,0.20880266,0.54142684,0.7309874,-0.7040576,0.55260324,-0.6994872,0.7116131,0.0025150261,0.1150626,-0.08192179
CR1,0.21724111,1.074013,-1.182722,-1.9713317,0.050238136,1.4977322,-1.4627919,-0.66506004,-0.8605028,0.79102606,-0.03204914,0.48173362,-0.32143143
G0S2,-1.6198409,0.20029655,-4.3911533,2.0630362,-1.5468096,-1.4414481,-1.037543,0.9257321,-4.381975,-0.25880086,-1.0110463,-1.1329484,-1.2962801
TRAF3IP3,-0.11446255,-0.20921539,0.7403114,-2.3739407,-0.41669628,-0.5888624,0.4084514,-0.9119291,0.9418118,-0.9188841,0.0062814145,-0.4991574,-0.3757122
TRAF5,0.013677813,0.5940383,0.5457999,-1.9620643,-0.2651451,-0.67382836,0.3189415,-1.2958776,0.08793516,-0.7476178,-8.622408e-05,-0.02761724,0.037312184
NENF,0.024922991,-0.63642997,-0.820925,-0.011836826,0.3292732,0.4179689,-0.35154092,0.6083488,-0.11549033,0.2605157,0.0019127262,0.003527036,0.09154856
ATF3,-0.051982213,-0.76097375,0.34030774,0.5643168,-0.32441184,-1.2840137,-1.0091274,0.9147698,0.017862417,-0.3256651,0.0047206557,-0.12717478,-0.080087416
PROX1,1.0053297,-1.8943185,-3.533755,-1.4331084,1.3037171,2.0018663,-2.3243778,0.48519966,-8.227019,2.048815,0.20402832,1.3124638,0.7038454
EPRS,0.00584496,-0.05629438,-0.10202084,-0.71592295,0.02731507,-0.09435584,0.25159934,-0.33525568,-0.0052143284,-0.049486607,0.0016332687,0.0007067481,-0.009435137
IARS2,0.003615093,-0.13695534,-0.07840834,0.21912417,0.13229391,-0.51923126,0.064676195,-0.7710675,-0.010191334,0.13712138,0.0009698594,-0.0029022582,-0.01308434
MIA3,-0.007593011,0.09236719,0.0025697271,0.2761233,-0.30902594,0.19771741,-0.10666907,-0.97558564,0.0125263855,-0.013164738,-0.00051139767,-0.006714418,0.006991767
CAPN2,0.0019146865,-0.47090432,-0.6306097,1.0734298,0.0014593715,0.26939157,-0.37909725,0.5924037,-0.056876183,0.21890661,-0.00423652,0.024363404,-0.0016499365
WDR26,0.0011315177,-0.17461713,-0.039293643,0.39120555,-0.0026966548,-0.0124572,0.04351757,0.0046801013,-0.0045540137,-0.060623482,-0.00016131467,0.001989665,0.0030301344
LBR,-0.01708312,0.3206776,-0.022383947,-0.7072809,-0.11249103,-0.21865962,0.46581182,-0.34043923,0.04163639,-0.2712267,0.0013635802,-0.009719915,-0.036641017
EPHX1,0.19858488,-1.0280077,-1.6132357,0.24235305,0.59290594,1.6757417,-1.549454,0.7540688,-1.9506257,1.3806032,0.005783345,0.40106592,0.017179362
TMEM63A,0.008197225,-0.71845454,0.2773691,-0.9546494,-0.17352931,-0.85530376,0.36173666,-1.1550473,0.09485854,-0.7166106,0.0019626385,0.006933273,-0.25011975
PYCR2,-0.011758942,0.10518461,0.17506757,-0.029181309,-0.11592425,-1.1040455,0.33784583,-0.63978297,0.11449683,-0.622651,-0.009774049,-0.015017058,-0.19315843
H3F3A,-0.0030292124,0.29244918,-0.04223173,-0.4695485,-0.017450802,-0.2302372,0.27561003,0.34189978,0.015665408,-0.23585725,-0.001234305,-0.0029635257,-0.024061231
ACBD3,0.0029178797,0.0330928,-0.16540915,0.6379546,-0.036119383,0.010997093,-0.2500728,0.1442306,-0.0063206847,0.08706564,-0.00096183177,0.0016473404,0.016794352
ITPKB,-0.032036558,-0.13117003,0.5532922,-0.5911877,-0.31524602,-0.39254916,0.44412056,-1.561269,0.31075498,-0.73115766,-0.007776278,-0.13170594,-0.20289621
GUK1,-0.01412022,-0.20674579,-0.32346368,0.436916,0.46133372,0.1535111,-0.0019687365,0.68336546,-0.10321005,0.64150953,-0.0024288115,-0.019953825,-0.008486947
OBSCN,-0.117117345,-0.47219867,1.1578581,-2.1166835,-0.4268676,-1.2145759,0.639057,-1.4647238,1.2040901,-0.71226037,-0.019683661,-0.24138123,-0.9942294
RNF187,-0.0025512062,0.019197635,-0.010437878,0.21367003,-0.05302264,-0.38221,0.13700762,0.19168772,-0.0021542432,-0.03277963,-0.0011657566,-0.0043014777,0.018645668
EGLN1,-0.001646836,-0.100333825,0.036407664,0.09938558,0.08956585,-0.08183982,0.21223594,-0.33266208,-0.00032923106,0.017775072,-0.0006882169,-0.0064514596,-0.0054410105
TOMM20,-0.0010302854,0.19950476,-0.025281891,-0.40103158,-0.012227922,-0.044268463,0.12543596,-0.095780134,-0.0058462014,-0.028609771,-0.0018512205,-0.001236626,0.0051507787
ARID4B,-0.0012735232,0.23127507,0.09105587,-0.7108593,-0.3022364,-0.08049973,0.31382918,-0.7270033,0.022837698,-0.119167075,-0.009397005,-0.011775126,-0.013618453
LYST,-0.003780114,0.27034616,0.24831706,-0.8679889,-0.6926819,-0.18801391,0.14982557,-0.049996097,0.02790591,-0.28338283,-0.0022835103,-0.010168219,-0.041611798
MTR,0.0025113898,0.06059708,0.02341957,-0.28016526,-0.04996198,-0.6505346,0.16274285,-0.9147336,0.010356736,-0.30370447,0.0012409593,0.0042524524,-0.006716243
AKT3,0.0074692923,-0.22437496,-0.028469818,-0.004352935,-0.009151593,0.36241934,-0.27191034,-0.3760736,-0.00072510296,0.12634155,7.8544035e-05,-0.0015382716,-0.0044456143
HNRNPU,-0.0055223135,0.23065573,0.015463261,-0.12311784,-0.08407593,-0.1467296,0.23107119,-0.5514514,0.007974952,0.06410191,-0.00036611003,-0.0029716638,-0.020774193
CNST,0.0045495215,0.055574708,0.03670586,-0.747116,-0.013135163,0.05041479,-0.04279282,-0.3493991,-0.0100020105,-0.047035154,1.36435765e-05,-0.00064295327,-0.033345632
ADI1,-0.005848172,-0.3597662,-0.030158259,0.46986076,0.32460237,0.37134737,-0.19700068,0.14340681,-0.08730051,0.90408754,-0.0050835395,-0.007172723,0.043080576
ID2,-0.005343864,-0.56405836,-0.23759642,-0.105644196,0.64290017,0.61240894,0.26157227,-0.08283936,-0.049312156,0.36749753,-0.006845362,0.014155694,0.019794414
