,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 6,ATAC private topic 7,ATAC private topic 9
chr1-93803603-93804530,-0.0010198381,-0.016287744,-0.005397717,-0.028759433,-0.06821504,0.16186352,0.00020074776,-0.0065033888,0.015854627,-0.00810459,-0.024657285,0.24689068,0.003481153,0.0073585785,-0.06332185
chr1-95313450-95314205,-0.025357144,0.111575946,0.008765167,0.07561441,0.38705927,0.050676424,-0.012055848,-0.15172364,0.1579369,0.008068217,0.08523649,-0.2940043,0.014411813,0.0039438684,-0.13454019
chr1-95667177-95668053,0.0024040951,-0.3106096,-0.032832913,0.06916989,0.7381209,-0.16714002,0.0026969272,0.003964174,-0.06879683,0.0062332065,-0.09501186,-0.0260515,0.15964974,-0.004542735,-0.15013693
chr1-96871806-96872590,-0.43434644,-0.39822084,-0.013596639,-0.49567857,1.0960925,-0.6957158,0.08361375,0.06156105,0.35765502,-0.110837966,-0.34784377,0.009264717,0.4107716,-0.20684691,0.11075552
chr1-97976676-97977569,0.012755299,0.07659768,0.0023345968,-0.07113095,-0.15183313,-0.07004687,0.0008719674,-0.0081528155,0.06598461,-0.007881355,-0.051525008,0.060844466,0.009600942,-0.006641185,-0.02259097
chr1-105663368-105664251,0.0021644067,-0.04211672,-0.0047925636,0.27380762,-0.45914322,0.45277092,0.004531463,-0.013144784,-0.17346737,0.0033227296,0.1543902,-0.04240526,-0.029556625,-0.013794465,-0.03633208
chr1-118389005-118389790,-0.0006260393,0.10985814,0.0003757156,0.1455742,0.0425408,0.24679807,-0.006541899,-0.07921976,-0.020726765,-0.0016598003,0.078837164,0.08811486,-0.010320118,-0.0018264656,0.0041233595
chr1-125435250-125436094,0.020342859,-0.14207153,-0.047228914,0.31705126,-0.05109041,0.22917673,-0.0014922686,0.005764612,-0.07406703,0.0060652904,-0.010063642,-0.053109627,0.008475553,-0.017947085,-0.03128162
chr1-125911795-125912512,-0.039190255,-0.7573546,-0.050873064,-0.58456653,1.0421356,0.02528091,-0.109187774,-0.015072908,0.24567974,-0.0008819662,-0.19132058,-0.17289054,0.19336602,0.27611077,0.052876037
chr1-127868402-127869288,-0.015318427,0.08307598,-0.0049141534,-0.5734495,0.24697925,-0.19512112,0.0052826283,0.011494334,0.14937514,0.0025078338,-0.38835225,0.034798514,0.025518103,-0.038046885,-0.15836976
chr1-128102632-128103550,0.0049847024,0.08660832,-0.007130691,0.16307321,0.050786536,0.10935679,-0.0028840995,0.0033215028,-0.07583557,-0.0081720725,0.12847212,-0.026633972,0.027451193,-0.01839913,-0.014141414
chr1-128416750-128417586,-0.03236877,-0.3404152,-0.0037298515,0.28023925,0.5144972,-0.072488755,-0.0047227303,-0.024047494,0.289812,-0.0038356485,-0.009953248,-0.0032139737,0.01579382,-0.027874216,-0.04045368
chr1-130715357-130716269,0.00237559,-0.25014034,0.0033093402,-0.32202154,0.12516922,0.13778643,-0.0040145335,-0.0022682415,0.13975155,-0.0036844057,-0.1259811,0.038963262,0.097238705,-0.030896213,-0.006458136
chr1-131137823-131138731,0.0044722725,-0.06978273,-0.011007948,0.11133231,0.111411795,-0.11058952,0.0010244632,0.014260591,-0.09186843,-0.006153321,-0.13667725,0.12317866,0.011777188,0.01131221,-0.04753291
chr1-131524883-131525791,-0.031962838,-0.12515593,0.0013379293,-0.09927637,0.1792506,-0.08407505,-0.0049604923,0.053264163,0.15809715,0.009898717,-0.058770068,-0.44166878,0.0421739,-0.07100907,0.05270238
chr1-132391286-132392130,0.3677227,-0.18286857,-0.28975233,-0.43716556,0.5337204,0.22127911,-0.078604974,-0.07127067,0.1472512,-0.01034622,-0.44454008,-0.078072675,0.027909368,0.2998752,-0.21963736
chr1-132417199-132417957,-0.04680695,0.4715243,-0.07259472,0.26806986,0.16446035,0.35170794,-0.0440288,-0.06844113,0.14346835,0.026907867,0.24737337,-0.40653944,-0.15430154,-0.055010058,-0.05234002
chr1-133024903-133025822,-0.012722704,-0.16477206,0.0024259288,0.3427005,0.03611155,-0.22701868,-0.0006884208,0.0269327,-0.0030726702,-0.0007888728,0.09775689,0.07753059,0.009557424,-0.026254201,-0.025291722
chr1-133180948-133181775,-0.023059232,0.15782824,0.005503524,-0.6763031,0.5280732,0.011290243,0.0050927023,0.03422808,-0.23071934,-0.0229114,-0.17679188,0.16365561,-4.4828263e-05,-0.035842407,-0.057199042
chr1-134098923-134099770,-0.022166146,0.23571916,-0.021630632,0.91256547,-1.2981924,0.29754746,-0.007937234,-0.07549387,0.11421709,-0.03758362,0.29879808,0.0010330798,-0.1518052,-0.15677696,0.007824765
chr1-134344261-134345060,0.0049285195,0.2844888,-0.13633808,-0.75041294,1.0256702,-0.69983864,0.0141421985,0.022710595,-0.08068701,-0.015482707,-0.10069886,0.11917106,0.16890097,-0.0035804703,-0.08511098
chr1-134494322-134495172,0.0066098245,0.09886367,-0.015426847,0.26223978,-0.2978473,0.17465101,-0.0037567394,-0.011002763,0.0043779532,-0.0030890745,0.08060114,-0.0040902463,-0.0074503785,-0.00860791,-0.016645648
chr1-134955458-134956275,0.030571287,0.13774727,-0.0058536516,-0.21975684,-0.036716256,-0.26151237,0.00869871,0.028184837,-0.2897265,0.001235913,-0.30601802,0.041851394,0.03235934,-0.0070250873,-0.025753152
chr1-135313283-135314151,0.0044473954,-0.2148714,0.0125465635,0.12511753,-0.16183257,0.29934257,0.011044198,-0.023471765,-0.06964573,-0.015545642,0.08501718,0.119702876,-0.035828747,-0.07359196,-0.13306963
chr1-135429977-135430810,-0.035024434,0.13744353,-0.013447152,-0.18689053,-0.24981347,0.6346034,0.0017399378,0.00046634433,-0.13750361,-0.0016382703,-0.23207834,-0.095472865,0.12961479,0.06224965,-0.05415673
chr1-136130988-136131817,0.007961882,-0.018263092,0.007953116,-0.093623854,-0.53429997,-0.07124584,0.0073059183,0.0057913205,-0.07815806,0.004903277,-0.081551336,0.05495854,0.01478104,-0.04027208,-0.005821749
chr1-136139902-136140806,-0.0035619205,-0.048428107,0.004848251,0.17304707,-0.0043164343,0.14262955,0.0021282597,-0.0090631815,-0.025157226,0.0018058394,0.18187773,-0.0049832957,0.00091698853,-0.018498385,-0.011075521
chr1-136345658-136346431,-0.0003359337,0.009703518,-0.00016357332,0.06783424,-0.14687565,0.11066472,-0.00081626925,-0.001324208,-0.01951583,0.0006716995,-0.077909924,0.028196028,0.0024565896,0.010308808,-0.0032536178
chr1-136414867-136415783,0.0012073502,-0.24987876,0.010491371,0.25027788,-0.08301739,0.07333489,-0.0041516637,-0.024742363,0.24344422,-0.007389922,-0.07044845,0.010029302,-0.02786542,0.02591931,-0.030795451
chr1-136624412-136625271,0.007756958,-0.012902568,-0.010086325,-0.39553013,0.40698677,0.031905387,-0.0016476731,0.015512668,-0.22560295,-0.0017370826,-0.12201251,0.06471222,0.09926636,0.006423986,-0.04115028
chr1-137898172-137899006,-0.0010893118,0.19189236,0.024102084,0.13430409,-0.6350384,0.19041185,0.0048865397,0.0044125183,-0.21410729,-0.016981876,-0.040362556,-0.08901584,-0.00805463,-0.058361847,0.07371178
chr1-138963444-138964197,-1.6639837e-05,-0.04875758,-0.0035401518,-0.0598937,0.3877176,-0.14931001,-0.00013622148,-0.0029076678,0.033259157,0.0028459616,0.06329265,-0.14465499,0.011611006,0.007928377,-0.038133964
chr1-143776686-143777583,0.00055545993,0.058516163,-0.005195161,0.03230009,0.1600383,-0.12627387,-0.0017418936,-0.013359849,0.010680073,-0.0024611284,-0.002838977,0.20935345,0.01015842,-0.0074025323,-0.02161927
chr1-144003816-144004720,0.0011971096,-0.10959639,-0.08910475,-0.08692682,0.87631965,-0.2930584,-0.044858623,-0.0030520498,0.38106552,-0.0153156975,-0.4375861,0.09483525,0.0139164915,-0.026126612,-0.0891834
chr1-146497430-146498302,-0.009303758,0.41019833,0.004764877,-0.4783389,-0.3413592,0.040790047,0.0035344712,0.14182502,-0.22688645,-0.009105814,-0.26205325,-0.10420956,0.12768507,-0.17117524,-0.037071034
chr1-150392626-150393481,-0.00037482448,0.23621045,-0.0027862221,0.14791808,-0.013394851,0.04294881,-0.006223615,-0.0071393414,-0.084862046,0.0001672135,0.14932397,-0.029243473,0.016683636,-0.012340954,0.07090863
chr1-151428157-151429002,-0.0010117316,-0.0064529898,-0.0022346415,0.29173526,0.08081584,0.2165511,-0.0104543585,-0.014932297,0.06882637,0.005162284,0.051624473,-0.019446004,0.007220523,-0.018499894,-0.019865517
chr1-151754858-151755696,-0.0022219361,-0.09572554,-0.0009777896,0.099103354,-0.131826,0.43972158,-0.0066224155,-0.018687565,-0.024169149,-0.0016146632,0.034304507,0.36912483,-0.0037700117,-0.011421694,-0.010651687
chr1-152902638-152903489,-0.006955331,0.17712405,-0.0044843177,0.10420413,0.43050945,0.1272957,-0.0076926984,-0.0008790717,-0.19349599,-0.013885232,0.11221351,0.12113577,-0.0037902514,-0.0554331,-0.30613008
chr1-153487179-153487967,0.0013741547,0.108224705,-0.0004140756,-0.058808163,0.046173453,0.094605684,-0.0040476066,-0.004581563,-0.11030613,-0.004754572,-0.07983813,-0.022435177,0.032838788,-0.03570279,0.020929467
chr1-155416924-155417724,-0.002249218,0.11679561,-0.0163498,0.10298582,0.045650724,0.15796527,-0.029034737,-0.0014186269,0.16882735,-0.005842541,-0.07336281,-0.050443657,-0.012122618,0.0010265739,0.06764721
chr1-155812354-155813238,0.021499397,0.51503956,0.007049257,0.15479192,-1.229042,-0.007508856,0.0039864266,0.117070705,-0.15442544,0.0010912102,0.045984466,-0.42571786,0.009607256,-0.028422395,-0.15005264
chr1-157443310-157444180,-0.0062111937,0.03864744,0.0016401404,0.15203837,0.053871788,-0.91757417,0.0036716377,0.075944155,0.18798764,-0.0011185847,-0.16213617,0.06018652,0.0017693958,-0.005754693,-0.016707823
chr1-160792426-160793222,-0.006262712,-0.041977406,-0.004495333,-0.24382146,0.21048334,0.65208346,-0.0036327539,-0.006326501,-0.06978724,-0.007296334,0.00029361882,-0.030204223,0.053766884,-0.031931657,-0.03354128
chr1-161034518-161035339,-0.016158294,-0.105059855,-0.01786952,0.4011012,0.43910813,0.2832759,-0.02966921,-0.010222448,0.054305684,-0.0015792993,0.21487035,-0.13835818,0.01968352,0.0831707,-0.10038343
chr1-161070221-161071159,-0.0007651754,0.15224455,-0.0073944917,0.25317466,0.18543929,-0.062980704,0.003946937,-0.008871461,-0.113211915,0.00039214606,0.28190586,0.09391567,-0.017494703,-0.02858064,-0.040381946
chr1-161250708-161251554,0.093278326,0.13207774,0.00017958973,0.39881623,-0.41860187,0.1182093,-0.00419428,-0.04697489,-0.01465394,-0.01507061,-0.116190776,-0.027210401,-0.02701889,-0.16403036,-0.037902232
chr1-161968802-161969676,-0.006016829,-0.15922402,-0.011151599,0.23117812,0.43135583,0.052162822,0.0059699854,-0.016766012,-0.12233259,-0.008206812,-0.12473316,0.34932864,-0.009108872,-0.030607404,0.020621289
chr1-162477524-162478299,-0.0036703018,-0.17907238,0.0037023795,-0.14871614,0.33322635,0.21810634,-0.0103200795,-0.008766892,0.09603064,-0.0032828948,-0.117489606,0.16518314,0.034054406,-0.004187324,-0.06499332
chr1-163929579-163930418,0.00017107408,-0.07767277,0.0018574904,0.15047684,0.2898761,-0.08411407,-0.001683598,0.002058555,-0.05525292,0.002194986,-0.054167155,0.017263804,0.00093139196,-0.01723769,0.012294711
chr1-163994516-163995383,0.0031731613,-0.1435189,-0.006034682,-0.39873987,0.3681837,-0.09997506,-0.0053020404,-0.056153692,0.19584458,-0.00647466,0.057795018,0.16819857,-0.020912547,-0.006630202,0.028361214
chr1-164307069-164307952,-0.011915356,-0.06869843,-0.013137782,0.0030157121,0.11705834,0.35609308,-0.0011648097,0.014566541,0.15433207,0.0027649195,-0.014834772,-0.3512564,0.006041478,0.003489095,-0.10768081
chr1-164454463-164455340,0.031367756,-0.47627974,0.12475014,-0.72268283,0.48460275,-0.6724491,0.05792041,0.03714026,-0.12406212,0.029321674,-0.24241585,-0.33552742,0.12286242,0.039135437,-0.2640577
chr1-165075357-165076241,-0.012383432,-0.038539942,0.4064845,-1.3038843,0.7132857,-0.9929438,0.34103692,0.19836919,-0.1306714,0.054206796,-0.14696205,-0.13864015,0.39977914,-0.12581287,0.01839767
chr1-165236545-165237394,0.0121752005,0.087577425,-0.012764028,-0.18416186,0.40747878,0.11301563,-0.010280607,0.0020373377,-0.099732794,-0.009138383,0.06443369,0.0062317657,0.017843375,-0.006602319,-0.1398921
chr1-166002413-166003228,-0.0033295962,0.10982658,0.000609921,0.39014125,-0.6476353,0.31384918,-0.0012616065,-0.0018681287,-0.15473332,-0.00044864253,0.01165917,0.075578615,0.005029215,0.0015943282,-0.010838318
chr1-166378896-166379721,0.006178409,0.09261614,0.003869971,0.11517696,-0.44475538,0.22944692,-0.0005721978,-0.005881054,-0.06797196,0.0036965283,0.36246175,-0.07487223,-0.0061760233,-0.062419556,-0.12028495
chr1-167259441-167260363,0.019892972,-0.10097896,0.23720627,-0.877021,0.27402434,-0.9980911,0.1052331,0.4371141,-0.07048272,0.02091078,-0.5522752,-0.13522625,0.2380552,0.029819183,0.20182906
chr1-167349675-167350508,-0.005849526,0.010385883,-0.20513968,0.6334505,-0.032811522,0.33185336,-0.020393917,-0.02109102,0.019548433,-0.006508388,0.19181132,-0.08711464,-0.03869544,-0.040633563,0.100065
chr1-167393565-167394510,-0.00020959263,0.11627874,0.0038007924,-0.2547019,-0.08967789,-0.45056868,0.020481022,0.022760214,-0.09822954,-0.0074134665,-0.06802742,-0.042140126,0.05129192,-0.010489507,-0.0448222
chr1-168431923-168432715,-0.00046536676,-0.06813322,0.0030667814,0.42781588,0.26969665,-0.016702898,-0.01387853,-0.0062837712,-0.12329458,-0.013290391,-0.114547305,0.45253634,0.032323107,-0.023572734,0.043149527
chr1-169968834-169969760,0.003510476,0.0070964443,0.00052595476,0.06429334,-0.5111737,0.35870492,-0.010597627,0.0069999634,0.14141573,-0.009421027,0.04110897,0.14642604,0.041859325,-0.08706798,-0.022190062
chr1-171110787-171111640,0.0045395214,0.39798942,-0.022550741,0.12782776,-0.24041116,-0.25193486,-0.003074557,-0.046691377,0.1939169,-0.019009255,0.035890013,0.1264985,-0.044923663,0.0031439743,0.14965235
chr1-171150096-171150998,-0.0014423227,0.0020847968,0.0066786655,-0.1366261,0.24900201,0.003959811,0.00017349534,-0.026403701,0.02622151,-0.0045514833,-0.15483367,-0.03196132,0.015289765,0.022173906,0.01984138
chr1-171246690-171247596,-0.0061409455,-0.32817522,0.0024899438,0.18571366,0.39130455,0.35735565,0.0023871684,-0.008667993,-0.20361166,-0.005827432,0.17561124,0.031989913,0.016081447,-0.05128029,-0.04515562
chr1-171280908-171281773,0.008794587,-0.1617274,-0.02046975,0.45566523,-0.5198715,0.4510167,0.008936703,-0.019221481,-0.18784873,0.0075255223,0.1788544,0.041184038,-0.03881979,-0.036165122,0.017522909
chr1-171287438-171288318,0.006142108,0.2514224,0.0008493565,-0.18595605,-0.42293358,-0.2794001,0.0058462634,0.021780413,-0.03698863,0.003928541,-0.28700352,-0.11076322,-0.017411362,0.0004825164,0.044905376
chr1-171345217-171346073,0.0043140994,-0.030782104,0.0024053042,0.19047132,0.08982047,-0.22745699,-0.0061657177,-0.004233703,-0.009390105,-0.006564727,-0.09675891,0.0677212,0.0057276357,-0.021821229,0.007988813
chr1-171410965-171411821,-0.004555509,-0.018169925,0.0019209733,0.24572329,-0.17358261,0.12650327,-0.0020726344,-0.01544057,0.02871498,-0.0048934342,0.091381304,-0.009013356,0.027284445,-0.018391157,0.0387475
chr1-172082279-172083199,-0.005033268,-0.04144489,0.01673303,-0.08809604,-0.11587325,0.14183389,-0.00096193445,-0.0016855702,0.077298194,0.00027649323,-0.16784716,0.03503625,0.0487635,-0.0091901645,-0.006039365
chr1-172328882-172329789,0.03345575,-0.0877383,0.41043165,-1.0398892,0.23317236,-0.879767,0.45174953,0.3871198,-0.20651062,-0.06683572,-0.3242359,-0.049285166,0.24965231,0.014725212,0.12312954
chr1-172376153-172376962,-0.01387761,-0.3601709,0.0026579984,-0.2648323,0.28479302,0.2933862,-0.023644052,-0.01356557,0.23459256,0.011408988,-0.15185215,0.023029445,0.07671509,-0.10500447,0.015293418
chr1-172562794-172563634,0.1313594,0.060288187,-0.13833864,-0.19112028,0.20594937,0.060625613,-0.07088808,-0.09034604,0.24421912,-0.029131109,-0.183947,0.3861485,0.06759263,-0.016483989,-0.16682653
chr1-172632580-172633423,0.01110833,0.39633462,0.017537804,0.6976899,-0.87688494,0.09596471,-0.027529815,-0.014768507,-0.47699538,-0.021495814,0.13917954,0.08202272,-0.08742523,-0.10396665,0.20419204
chr1-173335809-173336740,-0.18871441,-0.18152823,-0.51997143,-0.8829266,1.4390835,0.29796985,-0.060428355,-0.021620171,0.15610768,-0.03239815,-0.103855975,-0.50129503,0.18327583,-0.015770735,0.02037774
chr1-175492031-175492874,-0.0010418021,-0.26823184,-0.011646896,-0.50755435,0.67932266,0.021955032,-0.0068783187,0.009117258,0.119353876,0.007934412,-0.08512602,-0.07456199,0.026982414,-0.024529139,-0.0068373806
chr1-175625108-175625955,0.020531222,0.35166734,0.007075568,-0.304062,-0.63037634,-0.14712729,0.007240311,-0.005860932,0.04491616,0.009874506,-0.070636615,-0.120086275,-0.02507127,-0.019652344,-0.1606535
chr1-175692351-175693214,0.00095884874,-0.05699325,0.03155998,0.20416185,-0.3842137,-0.097724,0.0021313638,0.00066290575,-0.03410867,-0.0075103533,0.22455785,0.17866436,-0.035489626,-0.03467289,-0.014661452
chr1-177796165-177796972,-0.0026619027,-0.14505836,-0.009932951,0.4010335,0.16983029,0.14012271,-0.002957499,-0.045131348,-0.03760874,-0.0075698216,0.17456874,0.048161257,0.010308037,-0.00071645115,-0.0071013276
chr1-178187119-178187999,-0.0023924676,0.025387919,0.0050705364,0.24086091,-0.30864316,0.06249658,-0.0012946422,0.0002766193,-0.08318294,-0.0030267842,0.0308686,-0.20237763,0.045001928,0.023286445,0.005461633
chr1-180195644-180196467,0.0011050963,-0.028617019,0.00051738875,0.14235342,-0.58075154,0.21761347,0.010471629,0.0014806575,-0.1366322,-0.0020013084,0.01592741,-0.042503875,0.00935841,-0.017622888,-0.010855087
chr1-180725575-180726502,-0.05126305,-0.04620875,0.00644128,0.20484985,-0.35957056,0.16106094,0.004410847,0.026782565,-0.007950304,-0.01063171,-0.19850425,0.13027753,-0.014837007,-0.011657382,0.045676768
chr1-180903916-180904750,0.01590888,0.3298494,0.0041774367,0.07135971,-0.75801355,0.2582241,0.0023769613,-0.007031524,-0.07151007,-0.0044516884,-0.3045231,-0.09814974,-0.0033998776,0.008357119,-0.077662736
chr1-181841933-181842730,0.121259496,0.22250308,0.012521516,0.604656,-0.93158174,0.39422902,-0.020468019,-0.3309835,-0.4526447,-0.030342018,0.18480437,-0.2253501,-0.23889476,-0.37673405,0.27748445
chr1-182019995-182020856,0.0012671701,-0.13208985,0.021407206,-0.50146925,-0.09014361,0.042850528,0.0045631477,-0.006108622,0.03427107,-0.005632774,0.040883616,0.0028303594,-0.0018489228,-0.008878065,-0.016796835
chr1-182764649-182765216,0.0123854745,0.50178546,0.007863963,-0.770495,0.41230947,-0.26363033,0.01648816,0.012233187,-0.49208847,-0.006835151,-0.21981631,-0.023247063,-0.00039476997,0.019976426,-0.0593832
chr1-183345084-183345927,-0.018772127,0.13652375,0.00018192074,-0.13390948,0.20748278,-0.351915,-8.442699e-05,0.004771079,0.06350357,0.0027248017,-0.26125726,0.042458393,0.0061452873,0.017189201,0.004333682
chr1-185203743-185204608,-0.0020644986,0.22625022,-0.0030168968,0.22074379,-0.23462549,0.25612792,-0.0036767586,-0.0022796253,-0.15030743,-0.001737721,-0.057608463,0.035330426,-0.022207431,-0.02102127,0.0147244735
chr1-185328809-185329660,-0.02673391,-0.020149648,0.008341836,0.4740337,-0.19024885,0.071818344,-0.020570008,-0.02064602,0.29816493,0.011716742,-0.08844637,-0.28701895,-3.1679992e-05,-0.08814702,0.06009235
chr1-189921777-189922590,0.2778773,0.4115881,0.16967227,0.14055884,-1.4855533,-0.20529178,0.10771957,0.21939261,-0.7099169,-0.15511538,-0.07715477,0.24194983,-0.030506626,0.014107765,-0.017945552
chr1-190911328-190912203,-0.0032202532,0.009460484,0.002887169,-0.5570597,0.11245257,-0.087835975,0.0018445209,0.02415437,0.020144897,0.0069749355,-0.16149701,-0.07777966,0.0068280185,-0.029086547,-0.03001327
chr1-191907294-191908057,0.0015133873,0.3419406,-0.038671374,0.1711697,0.095121324,-0.1974736,0.001250694,-0.0014811981,-0.2107455,-0.008267276,-0.121595524,0.07741612,0.1339856,-0.023724213,-0.16223264
chr1-192266705-192267613,0.011624218,-0.554733,0.08522095,-1.0547596,1.4081452,-1.001217,0.13485351,0.30790752,-0.19847544,0.0060571264,-0.30686787,0.12619348,0.13300064,-0.12392957,-0.11469806
chr1-193575709-193576598,0.004104621,-0.34925467,0.082527936,-0.13457009,0.23784915,-0.31653452,0.010260633,-0.02462953,-0.067715675,-0.0047686636,-0.2501206,0.08613221,0.009110766,-0.10940308,0.05075601
chr1-194620366-194620883,-0.010535392,0.24905284,-0.038193777,-0.08459989,0.4930185,-0.2222941,-0.013114149,-0.021522608,0.2184748,-0.010185966,-0.061202228,0.117691725,-0.020793764,-0.031059321,0.10425007
chr1-195017913-195018739,-0.0006519119,-0.121545844,0.0020945903,-0.24392319,0.15811548,-0.043933094,0.0049891635,0.01582354,-0.07212061,0.011781423,-0.022295047,-0.05864731,-0.006163483,0.028286831,-0.03166726
