,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9
chr1-155753274-155754097,-0.17211372,-0.3144951,0.15398169,0.37252763,-0.45487562,0.10840021,0.12885505,0.069537565,-0.12901202,-0.07242444,-0.044744544,-0.13494045,-0.0059149126,-0.03903872,-0.007555072,0.24405259,0.24719511,-0.0007415507
chr1-156204492-156205393,0.008252061,-0.13018845,0.04331046,0.23526192,0.35035664,0.09168428,-0.7126356,-0.20052876,0.34501603,-0.026561562,0.0038942753,0.003972182,-0.19785808,-0.040711477,0.086903915,-0.07314778,0.044213325,0.0022517228
chr1-156302757-156303662,-0.17688355,-0.23933819,0.22278748,-0.6385448,0.48046115,0.3251524,0.0305026,0.38464257,-0.44003037,-0.041974455,0.18981075,-0.15832338,-0.27678022,-0.08472669,0.09440043,0.011527185,0.0718497,0.003010976
chr1-156310503-156311364,-0.041196052,-0.10346037,-0.0036515025,-0.12620223,-0.1458905,0.026239544,0.03317986,0.09449457,0.2507358,0.04723344,-0.11226948,-0.38274518,0.042910237,-0.008700972,-0.064221635,0.18112944,0.0012000306,-0.0034767701
chr1-163311649-163312564,0.26122817,0.1873346,-0.22412476,-0.013674646,-0.6534929,-0.092192896,-0.15510572,0.20006676,0.17938599,-0.030310463,0.080716856,-0.016749974,-0.23165715,-0.045491822,-0.014889655,0.09746574,-0.035830576,0.03968825
chr1-164437811-164438732,0.58228886,0.30057755,-0.42511424,1.3345357,-0.87006944,-0.71487695,-0.3008959,-0.5517275,0.20812921,-0.16053171,-0.3504634,-0.09633685,0.358726,-0.0029182825,0.0009708602,-0.09796242,0.2754551,-0.15873589
chr1-165702345-165703188,0.18615437,-0.28831786,0.38293436,0.25502148,-0.11459232,-0.091046944,0.11765309,-0.25950027,0.14937814,0.0019631595,-0.07672576,-0.18377134,-0.07787036,0.021886365,-0.1799586,-0.14314999,-0.48182526,0.011983007
chr1-165817022-165817906,0.03849118,-0.1204506,0.009057503,0.07054797,-0.30283898,0.14353347,-0.039164416,-0.09750368,0.34288904,0.0023092313,-0.08329916,-0.13705081,0.09995025,0.11132171,0.1281342,0.012647076,-0.3131049,-0.017366147
chr1-165840537-165841440,0.22468968,-0.2826786,-0.119245,0.090714455,-0.12816869,0.15407208,-0.08229794,-0.11043857,0.28407305,-0.12642847,-0.32344627,0.060202017,-0.034426115,0.10500821,0.13834618,-0.020779064,0.11785213,-0.015227503
chr1-166160303-166161095,0.02591882,-0.2014771,0.12654749,0.016690653,-0.18795888,0.3310279,-0.20027564,-0.09890337,0.26707277,0.0042651915,0.24904849,-0.19472952,0.09625492,-0.01672874,0.17919585,-0.055760834,-0.27412078,-0.015080258
chr1-167660538-167661460,0.25429368,0.16267784,0.19921957,-0.15052363,0.079885356,-0.24282254,-0.3258671,-0.16859351,-0.09390191,0.110299304,-0.21437947,-0.041353468,-0.12478426,0.41618103,-0.062449418,-0.25283876,-0.16958725,-0.022032011
chr1-167672344-167673167,-0.12439261,0.34056327,-0.16260834,0.3870145,-0.044982933,-0.02653706,-0.015305044,-0.23306012,-0.20171878,-0.04897621,-0.29161444,-0.06157477,0.11197271,-0.05792161,0.15847743,0.14020456,0.1865339,0.005908485
chr1-167689325-167690012,-0.047019605,-0.18924883,0.22066344,-0.17008007,0.28831708,0.13499805,-0.25697002,0.15668091,-0.049641103,0.023719136,-0.1559274,-0.16111141,-0.4369166,-0.091566704,0.33945754,0.17176622,0.20954426,-0.010185416
chr1-170907504-170908379,0.15843421,0.0082086865,0.11166848,-0.18841377,0.16821915,0.051110536,0.22662157,0.26079,-0.7204653,-0.18161926,-0.10654251,0.12329354,-0.2343752,-0.15116484,-0.038066167,-0.12008149,-0.21359746,0.022322629
chr1-171064115-171065010,0.056031432,0.05288647,-0.17853251,-0.0590273,0.07417246,0.072696425,-0.300219,-0.008408426,0.31714955,0.19685666,-0.21608433,-0.3583303,-0.2605676,-0.03515079,-0.104007006,0.16531047,-0.25576013,0.0012990767
chr1-171065884-171066748,0.01192737,0.37877882,0.06650348,0.19102533,-0.018773329,-0.1903848,-0.07666056,-0.038381886,-0.29850635,0.010820968,0.01818687,0.020289252,-0.0006573973,-0.04671067,0.01594125,-0.14479616,-0.2032188,-0.014528438
chr1-171069292-171070201,0.12471178,0.0024274245,-0.04821532,0.030207604,-0.06897491,-0.004183638,-0.06881154,0.07547204,-0.13477458,-0.02073943,0.15097111,0.0046208566,0.040983316,0.0001011534,-0.11262224,-0.009432754,-0.14395528,0.0030543618
chr1-171070520-171071445,0.12887545,0.13540812,0.029277101,0.062015913,-0.21491553,-0.074263416,-0.004631166,0.07318445,-0.11502639,-0.00019404227,-0.13317138,-0.06078269,0.0693707,0.006029521,-0.13483216,0.031813066,-0.40370005,0.004377804
chr1-171074050-171074938,0.16931,0.18786004,-0.13573284,0.104596525,-0.17094254,-0.080732,-0.049144417,0.089264326,-0.039086603,-0.053125985,-0.0919449,-0.123122305,-0.12440867,0.039175745,-0.33242673,-0.2228603,0.51598054,0.0076241433
chr1-171195785-171196556,0.322957,-0.13217808,-0.007876244,0.5889373,0.24250503,0.30669987,-0.9654028,-0.3553053,-0.059379995,0.00926659,0.017962812,-0.21271214,-0.17272635,-0.035998076,0.10350366,0.09331319,0.2378698,-0.012740018
chr1-171437163-171438044,-0.06900098,-0.4433714,-0.0616109,0.12402108,0.16591783,-0.056750752,0.28688875,-0.051028755,0.049308922,-0.14610438,0.09748587,0.15050189,-0.03443343,0.07298181,-0.42904052,-0.01008214,0.19133206,0.015879665
chr1-171531116-171531987,-0.31724027,-0.36105147,-0.4376127,0.50157434,-0.68637073,-0.3552311,0.5068435,0.3878622,0.33626333,-0.044014744,-0.019967472,0.08857313,-0.049806923,0.10516417,0.020481715,0.09228675,-0.20761096,-0.047148176
chr1-171558812-171559709,-0.3568181,-0.19998254,-0.23011343,0.40990627,-0.59688824,-0.21855643,0.44490042,0.25154296,0.2458912,-0.30099696,0.018681668,0.07626075,-0.1475538,0.4237648,-0.29624113,-0.14061294,0.11048668,0.054913484
chr1-172053613-172054545,-0.47977352,0.14108576,0.012588637,-1.2926964,-0.00427802,0.051633596,0.37071043,0.34509808,0.24599451,-0.10190685,0.28225622,0.37688896,-0.31869188,0.040101964,-0.15096104,-0.37386197,0.521859,0.0010891254
chr1-172340637-172341504,-0.40910417,-0.24482693,0.1394771,0.14828022,-0.46558622,-0.6927494,0.43675634,0.5343418,-0.041412823,-0.010147242,-0.23983267,0.17744358,0.06914742,0.08394066,-0.07110515,-0.25916454,0.34478205,-0.028097944
chr1-172499724-172500595,0.2549349,-0.19151586,-0.10554948,0.16202483,-0.3895525,-0.08890457,0.3638207,-0.27026534,0.01654141,0.06971023,0.088899344,0.37008363,-0.1096945,0.06306711,-0.18617468,0.12292233,-0.5354662,-0.0135833705
chr1-172550158-172550998,-0.08224613,-0.24689972,0.113223255,0.08475639,-0.50732636,0.19457799,0.31470236,0.024259454,-0.045046285,0.14755355,-0.02253956,-0.046557337,-0.23907958,-0.0854597,0.35560685,-0.1809618,0.048125166,-0.032023713
chr1-175692401-175693298,-0.2778667,-0.31705764,0.26021674,-0.46150172,-0.03065206,0.26740807,0.28346857,0.32939383,0.14699432,-0.15415424,0.15946999,-0.13178548,-0.19100645,-0.18186577,-0.10976363,0.18021238,0.30915645,-0.009849647
chr1-176274957-176275777,0.36195573,-0.43514517,0.1828572,0.2316414,0.30067354,0.37350088,-0.9448392,-0.08014876,0.112494685,0.19310509,-0.28542227,0.1930456,-0.08892041,-0.017498082,0.36045536,-0.31006983,-0.17563781,-0.0388715
chr1-178530240-178531057,-0.33260182,-0.22219014,0.4602103,-0.3406393,0.6016426,0.3258965,-0.8802643,-0.14013799,0.10592817,-0.1474523,0.06341954,-0.25134858,-0.16463467,0.43749413,0.26170787,-0.13848387,-0.1311439,0.031704403
chr1-178917236-178918139,-0.0616579,-0.16045989,0.5234415,-0.7945043,0.20504883,0.24391302,-0.4291141,-0.25815862,0.48593763,0.13786165,0.059995115,-0.055182565,-0.011057355,-0.088021345,-0.16615015,0.062765785,-0.078217,-0.0123587465
chr1-180697788-180698584,0.11711776,-0.0139728235,-0.22481258,0.04632606,0.20656325,-0.031558372,0.026189437,-0.27322173,-0.032653786,0.013968292,0.03583205,-0.097143486,-0.008170442,0.0074064885,0.00012959196,-0.025139462,-0.102942094,-0.0025156557
chr1-180893150-180893819,-0.29318044,0.04440142,-0.08886428,-0.1171862,0.36876342,0.10575575,-0.0448572,-0.17203848,0.19958124,-0.010263019,-0.0939711,-0.17264341,-0.06641219,0.037109595,0.027657,-0.34702346,0.24278079,0.014343979
chr1-180894012-180894950,0.12943447,0.041091744,-0.26950714,0.030803315,-0.29204455,-0.16626112,0.30624932,0.17346613,0.046825524,0.019715952,-0.077439256,-0.025730047,0.15010272,-0.0134651875,-0.24142782,-0.15489134,-0.25927582,-0.0028895885
chr1-181888530-181889389,0.093526445,-0.77494454,-0.24174736,-0.27865523,-0.21731399,-0.41238576,0.5723039,0.5881104,0.45275158,-0.024452953,-0.028514024,-0.18728805,-0.4997263,-0.12345926,0.2608372,0.094924346,-0.16890833,-0.018098785
chr1-182982836-182983604,0.014471387,-0.34344086,0.1319884,0.4325785,-0.10639551,0.19312064,-0.4903836,0.26653293,-0.13648778,-0.047251385,-0.11700567,0.31890067,0.11199201,-0.25051525,0.07777629,-0.048127092,-0.1485634,-0.013548051
chr1-183298897-183299898,0.38366845,-0.06053869,-0.7378006,0.29120636,-1.1482309,-1.0131097,0.51970494,0.6650947,0.5699681,-0.016920853,0.4540898,0.65869063,-0.2877284,-0.8522777,0.56889385,0.28593022,-0.9146175,-0.1593459
chr1-184033913-184034796,-0.09931051,-0.42862478,-0.3139373,0.25518382,-0.48867863,-0.5644114,0.3850345,0.50985247,0.2210722,0.14165877,-0.3793042,0.06779549,0.074268445,0.17250642,-0.036157206,0.18803324,0.03864747,-0.05319246
chr1-184727262-184728174,0.16970032,0.30643708,0.06386052,0.1046674,0.116130695,0.111967295,-0.17808439,-0.33309218,0.093070544,-0.18089563,-0.051249836,0.17684364,-0.20510237,0.044375543,-0.112389825,-0.12971087,-0.2598353,-0.0022435286
chr1-184733960-184734854,-0.018382173,0.25832012,0.05021565,0.066901565,0.06010162,0.38373947,0.10851701,0.17691272,-0.68619746,-0.35198182,-0.14930786,-0.2185095,0.4137123,-0.33303493,0.39148518,0.040522754,-0.35635367,-0.008112986
chr1-184771339-184772251,0.12774408,-0.5339658,0.26636493,0.06340653,-0.091290414,0.07010996,0.22377373,-0.12635303,0.2874183,-0.044974044,0.042378135,0.22567692,-0.28500918,-0.07984435,0.26595432,-0.10541756,-0.2309595,-0.12562358
chr1-184882468-184883339,-0.22342537,-0.14101467,0.18851066,-1.1701602,0.20843737,0.32149488,0.4869526,0.3133253,-0.14730425,0.42867303,-0.06762503,-0.42586434,-0.40269333,-0.25478613,0.27746913,-0.024250247,-0.3392776,0.052940577
chr1-186833807-186834680,-0.16183698,0.5033235,0.10414164,-0.051084615,-0.10712007,-0.14164968,0.117328726,-0.15414,-0.048572455,0.031363573,-0.10653456,-0.06276137,0.016505864,-0.07910049,-0.18676078,-0.04192144,0.19645236,-0.0023534654
chr1-190168554-190169508,0.3367612,0.17626442,-0.5118689,-0.101974964,0.26067948,-0.48292673,0.20529044,0.12237553,-0.28381622,-0.08124139,-0.08519853,-0.2301811,0.38594812,0.0034793173,0.0021741586,-0.04294816,-0.04913179,0.010714013
chr1-190174616-190175486,0.10995706,0.022939695,-0.21940753,0.058175895,0.33578807,-0.3722416,-0.01860407,0.011428212,0.105275415,0.13151729,-0.6103811,-0.10375582,0.17660086,-0.16114789,-0.04979677,-0.086600594,0.09008949,0.00354887
chr1-190177510-190178398,0.09757806,0.36668023,0.25833127,0.02814956,-0.044340912,-0.34076598,0.15754186,-0.33190492,-0.26746032,0.015317803,0.04618483,-0.03244415,-0.33459705,0.037323214,-0.43269363,-0.039382607,-0.06759984,0.022859685
chr1-191182263-191182899,-0.4198963,0.26662982,-0.3509504,0.4457212,-0.07183662,0.10171096,0.19207773,-0.16879024,-0.064277396,-0.047758155,0.14757507,-0.08285224,-0.0932239,0.02039852,0.10170695,-0.06701713,0.12895271,-0.0049317833
chr1-195241234-195242138,0.3659385,0.01201071,-0.29589424,0.31058222,-1.1215312,-0.9992626,0.12928541,0.42237645,0.5176781,-0.2824829,0.0033819813,0.40430167,0.9076845,-1.1071213,-0.6789756,0.46725008,0.62968963,-1.0828043
chr10-4210184-4210952,0.15211666,0.10294232,-0.5055726,0.55214095,-0.63377404,0.094668046,0.26646593,-0.13131106,-0.030583361,-0.04478433,0.044966377,-0.07194871,0.04357953,-0.23678371,-0.16061437,0.17982762,-0.05748858,0.009614175
chr10-4266384-4267198,-0.5020229,0.11887831,-0.059675742,-0.23369437,-0.123204276,-0.10769483,0.2583019,0.7783302,-0.30852535,-0.17634214,-0.0043558604,0.016039997,0.044489536,-0.0012604196,0.0796063,0.31394175,-0.5360307,-0.019035919
chr10-4711899-4712851,-0.48010567,-0.15156786,0.38874376,-0.46528688,0.29171968,0.23237275,0.076697,0.07301447,-0.043172184,0.10654335,-0.07634256,-0.3673503,-0.34689307,0.08706493,0.37952903,-0.37067264,-0.31073985,0.061572134
chr10-7211111-7211870,-0.4254419,0.22399591,-0.54876614,1.1986551,-0.589798,-0.6301914,0.43817562,0.1389741,-0.2749767,-0.23219895,-0.1188838,-0.1796507,-0.010256325,0.14605401,0.055409145,-0.25277194,0.32223013,0.008223476
chr10-7491721-7492622,-0.1023812,-0.086734034,0.13843697,0.023463365,-0.48332095,0.01206317,0.040437426,0.14967251,0.17808898,-0.0078609,0.06736632,-0.29651263,-0.11499587,-0.021765647,-0.0011498829,0.13374512,0.6022752,-0.0037244582
chr10-7866996-7867675,-0.0100038955,-0.08921311,0.0061712274,-0.06323239,0.21240377,0.087239265,0.072816,0.14369068,-0.10682954,-0.04902679,0.083490245,-0.28750858,-0.13271572,0.096405834,0.18017504,-0.20429884,-0.36173338,0.0037890042
chr10-12941068-12941874,0.18351097,-0.1636428,-0.0075844387,-0.14419545,0.10729447,0.06156185,0.16526583,0.16578801,-0.22771876,0.046329744,-0.015724437,-0.027434161,0.13584739,-0.14940275,-0.27680153,-0.47256806,0.1798596,0.010739096
chr10-13060731-13061635,-0.027055804,-0.17715725,0.010549336,-0.059695926,0.06871949,-0.031127403,0.11104257,0.1536878,0.17703195,0.024533248,0.10176253,0.2525266,-0.005398785,-0.003708402,-0.3749359,-0.07598848,-0.018628284,-0.019045262
chr10-14759597-14760553,0.18973741,0.10441225,-0.021293018,0.05511114,-0.36476076,0.11186268,-0.105837636,-0.06686888,0.07469582,0.10357877,0.01824695,-0.030697124,0.3008899,-0.0031201388,-0.15761125,-0.102965586,-0.60700446,-0.0020367012
chr10-18844478-18845364,-0.014352784,0.21445067,0.08805661,-0.03751293,0.4611741,0.11785124,-0.30091196,-0.43641,-0.020897016,0.05858555,-0.085101075,-0.39289096,-0.12513064,0.11391995,-0.21091218,-0.011402602,0.10868506,0.022845007
chr10-19352484-19353369,-0.22339468,0.13049231,0.27985445,-0.27923632,0.1528373,-0.009673888,-0.2014722,-0.081453525,0.26060313,-0.038813416,-0.052583773,0.10675031,-0.13004915,0.22659777,-0.12036258,-0.20450495,0.3068059,-0.0049143033
chr10-19356644-19357478,0.03508899,0.2689919,0.030772379,-0.5051383,0.29056224,0.20438965,-0.044293094,-0.16944294,-0.27319378,0.031417843,0.17437428,-0.03842754,-0.14950635,0.1616962,-0.08996695,-0.17612147,-0.28064638,0.0043947035
chr10-19712136-19713044,-0.21560138,0.04962101,0.056236316,0.4978234,0.039858855,-0.23943901,-0.49642542,-0.25840682,0.36404678,-0.0657139,-0.022167314,-0.047616415,0.2120861,0.2714972,0.095998615,-0.0103407055,-0.18978275,-0.037384477
chr10-19848940-19849865,0.039973997,-0.0061565,0.25874317,0.31664327,0.12874447,0.010617566,-0.37195748,-0.53441054,0.3762539,0.13547434,-0.14064394,-0.28586277,-0.005597585,-0.063930854,0.09859075,-0.27668706,-0.20339757,0.0025691204
chr10-21158086-21158875,0.09236533,0.19290215,0.0650053,0.15816629,-0.077172235,-0.11377845,-0.10856212,-0.222412,-0.1821089,0.11802893,0.12464866,-0.09641738,0.30800515,-0.10968456,0.012993055,-0.10304379,-0.30735368,0.0050730975
chr10-21160832-21161742,0.08581555,0.1237217,0.01772401,0.42662328,0.30047935,0.09234985,-0.77546376,-0.43114117,0.2754421,-0.027053062,-0.40235597,0.27988726,-0.48523614,0.020998405,0.045905232,-0.02938364,0.32587746,-0.0037244996
chr10-22140595-22141423,-0.027032433,0.16364141,0.062515765,0.31457627,0.08613649,0.068449564,-0.21889493,-0.10625228,-0.041553,-0.07783281,-0.14948423,-0.17405467,-0.20722401,-0.021812685,-0.2182532,0.13610263,0.25477687,0.0034878978
chr10-22142232-22143145,0.39951384,-0.042798053,-0.6335674,0.40650025,-0.9024304,-0.75953853,0.50819564,0.61437327,0.16045932,-0.030651126,-0.38329276,0.60876787,-0.100561336,-0.06563473,0.035924915,0.19204928,-0.22447905,-0.1233584
chr10-22151325-22152197,-0.021197833,-0.11080153,0.058082435,-0.05410748,0.3105591,-0.009717702,0.118750244,-0.032317728,-0.19268812,-0.014793603,-0.05244329,-0.11272802,-0.17905414,-0.0005153648,0.107510634,0.04174754,0.074799486,-0.004323628
chr10-22153417-22154144,-0.16197747,-0.044222064,-0.09411845,-0.627058,0.23410027,0.2821095,-0.18835077,0.14249413,0.26641285,0.0075965305,-0.08973093,0.046153124,-0.08395763,0.16548896,0.27163327,-0.00787657,-0.19946273,-0.009354372
chr10-22157951-22158868,0.13425191,0.17302246,0.18610409,0.005859753,0.073998064,-0.17695045,0.008789395,-0.46377057,0.2868413,-0.51466805,0.20654288,-0.19352563,-0.12822013,0.71732646,0.04544034,-0.112996295,-0.08886874,-0.08812432
chr10-22159083-22160026,0.09314946,0.035213605,0.107083894,-0.2896812,0.09758696,-0.04159309,0.07758677,0.0982071,0.007892115,-0.046430092,0.010851298,-0.25391203,-0.24437512,0.47896683,-0.0986609,-0.010519838,-0.4052068,-0.013521199
chr10-22163307-22164014,-0.2361992,0.09752735,0.032887273,0.098148905,-0.17532803,-0.31940395,-0.015120982,0.31137767,0.16604447,-0.027169386,-0.08803768,0.09567864,0.22647557,0.019310055,-0.038987786,0.1197585,-0.46649826,-0.00988868
chr10-22273456-22274234,-0.051246572,0.19135259,-0.09769921,-0.10159288,0.014477281,-0.049617544,0.033358645,-0.08911278,0.16819519,0.15701422,-0.078940704,-0.31297326,0.19700311,-0.13736355,-0.34609058,0.008341925,0.61359847,-0.031219706
chr10-22281391-22282259,-0.2557182,0.12291184,-0.31982827,0.21779661,-0.52077335,0.08833617,-0.0072263028,0.05382141,0.44530994,-0.064184055,0.3311946,0.11250602,-0.032341037,-0.039668567,0.047019754,-0.16334277,0.18441059,-0.028881643
chr10-22282889-22283753,0.24563861,-0.04186888,-0.06839936,0.6121098,-0.6660045,-0.105474815,0.28011027,-0.2851292,-0.058527384,-0.08260625,0.31483877,0.19883847,0.2138031,-0.20411797,-0.23840538,-0.046717923,-0.095210664,-0.062093697
chr10-22813401-22814311,-0.01811395,0.09968372,0.015434615,-0.32297376,0.2338277,0.036830302,0.2015938,0.023749666,0.06219903,-0.07226471,0.023383878,-0.17570485,-0.52955866,-0.02712652,-0.091803856,0.25675017,0.15442213,-0.00036996324
chr10-22843129-22844003,-0.45057252,0.40063402,0.097681746,-0.45918044,0.24786364,0.3199352,-0.07141434,-0.05273332,0.2672424,-0.02406598,0.21793056,-0.18348554,-0.10579066,-0.26237684,-0.3619533,0.012561172,-0.015194797,-0.0033930717
chr10-23348916-23349799,-0.09152132,0.3392704,-0.3448497,0.014513363,-0.11331188,-0.17635524,0.21265453,0.035774626,0.04663664,-0.08765767,0.09806465,0.0753269,-0.29431003,0.07412624,-0.115249716,0.13065018,0.2682122,-0.023238227
chr10-23350083-23350794,0.036834896,-0.0639822,0.02642566,0.041541323,-0.026637714,0.017779201,0.12286725,0.29729715,-0.33311856,-0.0067315116,-0.19027014,-0.14833958,-0.13603948,-0.027486697,-0.3163747,0.028797867,0.38574296,0.0026042003
chr10-24223280-24224175,-0.28948268,0.21107292,0.040360034,-0.2945719,0.31930938,-0.08277939,0.18208331,0.15377256,-0.21263404,-0.042805154,-0.038464963,-0.3038696,-0.19258106,0.2458577,-0.0040059355,-0.051668584,0.06048412,0.0074387304
chr10-24595404-24596203,-0.50114053,0.05307098,0.19575968,-0.54873455,-0.33753577,0.16367154,0.4913458,0.28146648,0.0045863446,0.069286846,0.12317731,0.17958361,-0.18556102,-0.13438125,0.11304263,-0.25037116,-0.058845237,-0.013723791
chr10-28074430-28075254,-0.45961365,0.10738014,-0.07968687,-1.3203973,-0.043243084,-0.45446786,0.8215729,0.7779383,-0.5523515,0.037897557,0.25562876,-0.45459503,-0.31447577,-0.01449937,-0.3720011,0.12968054,-0.5606428,0.0455674
chr10-29532857-29533653,-0.72811455,0.49025086,0.41018918,-1.1903292,0.34492508,0.16102692,0.3179637,0.14070925,-0.45957556,-0.10177631,0.003996482,-0.1233051,0.16263744,0.015746513,0.21768703,-0.21574806,-0.04664077,-0.031724732
chr10-29535573-29536335,-0.5511879,-0.0299641,-0.08685782,-1.3463873,0.20011763,0.37783217,0.3544581,0.72679186,-0.23025501,0.07994431,-0.07949823,-0.037499763,0.1326228,-0.061166957,-0.11163523,-0.09736936,-0.4526732,0.06748451
chr10-30842453-30843292,-0.1625865,-0.10181292,0.23448962,-0.6863484,-0.2547277,-0.40769225,0.6559852,0.6353308,-0.43706024,-0.14335352,0.0696364,0.14214747,0.15515475,-0.47052893,-0.2306085,0.11362333,-0.5081893,-0.015628252
chr10-30844018-30844802,0.42685425,-0.024511779,0.035232306,-0.43561798,-0.1385572,0.13093923,0.044530403,0.13046372,-0.18468334,0.013697364,-0.20690835,-0.2033572,0.13400787,-0.04949799,0.08194322,-0.05324781,-0.09377475,-0.0007705167
chr10-39926423-39927259,0.2608205,-0.16087015,-0.05771602,0.1662667,-0.13331835,-0.23793973,0.34180328,0.003903178,-0.32567856,-0.045018062,0.14583905,0.1401972,-0.12400072,-0.024257455,0.1288533,-0.08192348,-0.13809879,-0.0027628038
chr10-41070439-41071193,0.6021785,0.040330995,-0.06780564,-0.46229488,0.08422916,0.11913106,0.16655745,-0.2708723,0.0002971228,0.05756374,-0.28214526,-0.046909545,0.04195521,-0.17333151,0.3082858,0.028736295,-0.15421268,-0.020352414
